TitleName	TitleId	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo	TitlePriority
ÌìÏÂÓ¢ÐÛÄªÄÜµ±	243	164	0	0	0	0	0	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
Ê®´ó°ï»á	244	149	0	0	0	0	0	0	0	0	0	0	0	0	0		
Ê×½ìÖÐÔ½¶Ô¿¹Èü×Ü¹Ú¾ü	245	170	0	0	0	0	0	0	0	0	0	0	0	0	0		
…”•Qu¸n Qu©n TuyÖt §Ønh Bang•“…	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
½­ºþ¸ßÊÖ	247	172	0	0	0	1200	2	0	0	0	0	0	0	0	0	2012ÄêVIP¹â»·1	
ÎäÁÖºÀ½Ü	248	173	0	0	0	1200	3	0	0	0	0	0	0	0	0	2012ÄêVIP¹â»·2	
½£ÏÀÖÁ×ð	249	174	0	0	0	1200	4	0	0	0	0	0	0	0	0	2012ÄêVIP¹â»·3	
¶À²½ÌìÏÂ	250	175	0	0	0	1200	5	0	0	0	0	0	0	0	0	2012ÄêVIP¹â»·4	
Long Tranh Hæ ®Êu	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
§éc C« CÇu B¹i	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m ChÝ T«n	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
NhÊt §¹i T«ng s­ 	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
TuyÖt ThÕ Cao Thñ	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vang Danh Giang Hå	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
HiÖp Danh ViÔn B¸	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m T©n Tó	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
S¬ nhËp giang hå 	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
NhËp M«n §Ö Tö	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m Minh Chñ	261	162	0	0	0	976	10	977	20	990	10	0	0	0	0	2011VLMC	
ThËp §¹i Cao Thñ	262	162	0	0	0	976	6	977	20	990	6	0	0	0	0	2011VLMC	
§Ö NhÊt Chñ So¸i	263	0	0	0	0	1205	4	0	0	0	0	0	0	0	0	Danh hiÖu §Ö NhÊt Chñ So¸i	
HuyÒn Vò Hµo HiÖp	264	165	0	0	0	976	2	990	2	0	0	0	0	0	0	2011VLMC	
Qu¸n Qu©n Vâ L©m Ngò B¸	265	124	0	0	0	977	10	1205	2	0	0	0	0	0	0	Vßng Hµo Quang Vâ L©m Ngò B¸ 	
VIP G7VN H¹ng 1	266	157	0	0	0	976	3	977	30	990	3	0	0	0	0		
VIP G7VN H¹ng 2	267	162	0	0	0	976	10	977	20	990	10	0	0	0	0		
VIP G7VN H¹ng 3	268	124	0	0	0	977	10	1205	2	0	0	0	0	0	0		
…”•Thiªn H¹ V« Song•“…	269	0	0	0	0	976	0	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
…”•ThÇn T­íng Tèng Kim•“…	270	0	0	0	0	977	0	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
…”•TuyÖt ThÕ Cao Thñ•“…	271	0	0	0	0	976	0	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
…”•Nh©n Sinh BÊt BiÕn•“…	272	0	0	0	0	977	0	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
Nh©n Sinh BÊt BiÕn	273	0	0	0	0	976	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
§Ö NhÊt Cao Thñ	274	0	0	0	0	977	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
Tung Hoµnh Thiªn H¹	275	0	0	0	0	1205	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
§Ö NhÊt Vâ L©m	276	0	0	0	0	1200	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
Vâ L©m Cao Thñ	277	0	0	0	0	1169	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
Cöu Ngò ChÝ T«n	278	0	0	0	0	830	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
V­¬ng Gi¶ ChÝ T«n	279	0	0	0	0	830	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
Ng¹o ThÕ V« Song	280	0	0	0	0	831	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
Uy TrÊn Thiªn H¹	281	0	0	0	0	832	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
Thiªn H¹ V« Song	282	0	0	0	0	833	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
TiÕu Ng¹o Giang Hå	283	0	0	0	0	834	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
§éc C« CÇu B¹i	284	0	0	0	0	990	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
Hé Quèc C«ng ThÇn	285	0	0	0	0	661	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
…”•Qu¸n Qu©n TH§NB•“…	286	0	0	0	0	1169	1	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	
Binh sÜ 	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HiÖu óy 	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thèng LÜnh 	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phã t­íng 	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
§¹i t­íng 	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vâ L©m §Ö NhÊt Bang	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vâ L©m §Ö NhÊt Bang	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cao CÊp §Ö NhÊt Bang	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vâ L©m Minh Chñ	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
