TitleName	TitleId	SprPath	Color	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo	HidSkill1	HidSkillLevel1	HidSkill2	HidSkillLevel2	HidSkill3	HidSkillLevel3	HidSkill4	HidSkillLevel4	HidSkill5	HidSkillLevel5
V« Së BÊt Tri	215		225,0,225	165	0	0	0	0	0	0	0	0	0	0	0	0	0											
Tr¹ng Nguyªn Lang	216		225,0,225	165	0	0	0	0	0	0	0	0	0	0	0	0	0											
Häc Cao HiÓu Réng	217		225,0,225	165	0	0	0	0	0	0	0	0	0	0	0	0	0											
Giang Hå HiÖp SÜ	218		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Giang Hå TiÒn Bèi	219		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Giang Hå L·o Thñ	220		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Giang Hå Nguyªn L·o	221		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Phi Hæ M·nh T­íng	222		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n Qu©n Thµnh Chñ	223		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Th­ H­¬ng MÆc ¶nh Ng¹o QuÇn Hïng	224		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Th­ëng Bµi ViÕt Hay 2010										
Lo¹n ThÕ Hµo KiÖt Thiªn B«i Èm	225		225,0,225	145	0	0	0	0	0	0	0	0	0	0	0	0	0	Vßng S¸ng VIP 2011										
HiÖp Cèt §an T©m DiÖu Cöu Ch©u	226		225,0,225	162	0	0	0	0	0	0	0	0	0	0	0	0	0	Vßng S¸ng VIP 2011										
Ng¹o ThÕ KiÕm QuyÕt ChÊn Th­¬ng Khung	227		225,0,225	163	0	0	0	0	0	0	0	0	0	0	0	0	0	Vßng S¸ng VIP 2011										
Thiªn H¹ Anh Hïng Khã S¸nh B»ng	228		225,0,225	164	0	0	0	0	0	0	0	0	0	0	0	0	0	Vßng S¸ng VIP 2011										
ThËp §¹i Bang Héi	229		225,0,225	149	0	0	0	0	0	0	0	0	0	0	0	0	0											
H¹ng 1 Thi §Êu Giao L­u LÇn §Çu	230		225,0,225	170	0	0	0	0	0	0	0	0	0	0	0	0	0											
Héi Tô Anh Hïng LuËn KiÕm LÇn 1	231		225,0,225	171	0	0	0	0	0	0	0	0	0	0	0	0	0	LuËn KiÕm LÇn 1										
Giang Hå Cao Thñ	232		225,0,225	172	0	0	0	0	2	0	0	0	0	0	0	0	0	Vßng S¸ng VIP 2012-1										
Vâ L©m Hµo KiÖt	233		225,0,225	173	0	0	0	0	3	0	0	0	0	0	0	0	0	Vßng S¸ng VIP 2012-2										
KiÕm HiÖp ChÝ T«n	234		225,0,225	174	0	0	0	0	4	0	0	0	0	0	0	0	0	Vßng S¸ng VIP 2012-3										
§éc Bé Thiªn H¹	235		225,0,225	175	0	0	0	0	5	0	0	0	0	0	0	0	0	Vßng S¸ng VIP 2012-4										
Long Tranh Hæ ®Êu	236		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
§éc C« CÇu B¹i	237		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu §Êu Tr­êng										
Vâ L©m ChÝ T«n	238		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu §Êu Tr­êng										
NhÊt §¹i T«ng s­ 	239		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu §Êu Tr­êng										
TuyÖt ThÕ Cao Thñ	240		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu §Êu Tr­êng										
Danh M·n Giang Hå	241		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu §Êu Tr­êng										
HiÖp Danh ViÔn B¸	242		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu §Êu Tr­êng										
Vâ L©m T©n Tó	243		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu §Êu Tr­êng										
Míi nhËp giang hå 	244		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu §Êu Tr­êng										
NhËp M«n §Ö Tö	245		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu §Êu Tr­êng										
Vâ L©m Minh Chñ	3000		225,0,225	162	0	0	0	976	10	977	20	990	10	1205	4	0	0	2011VLMC										
ThËp §¹i Cao Thñ	3001		225,0,225	162	0	0	0	976	6	977	20	990	6	0	0	0	0	2011VLMC										
§Ö NhÊt Chñ So¸i	246		225,0,225	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Danh hiÖu §Ö NhÊt Chñ So¸i										
TÝch NhËt §¹i HiÖp	247		225,0,225	176	0	0	0	0	0	0	0	0	0	0	0	0	0	Ho¹t ®éng TÝch NhËt §¹i HiÖp 1										
Vâ L©m Thiªn Kiªu	248		225,0,225	176	0	0	0	0	0	0	0	0	0	0	0	0	0	Ho¹t ®éng TÝch NhËt §¹i HiÖp 2										
Giang Hå Hµo HiÖp	249		225,0,225	176	0	0	0	0	0	0	0	0	0	0	0	0	0	Ho¹t ®éng TÝch NhËt §¹i HiÖp 3										
KiÕm DiÖu Cöu Ch©u	250		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Vßng Lo¹i §Êu Giao L­u										
S¬ Khuy M«n KÝnh	251		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S¬ Khuy M«n KÝnh										
§Ö NhÊt Bang Vßng Lo¹i Giao L­u	252		225,0,225	187	0	0	0	0	3	0	0	0	0	0	0	0	0	§Ö NhÊt Bang Vßng Lo¹i Giao L­u										
Top 8 Vßng Lo¹i Giao L­u	253		225,0,225	187	0	0	0	0	3	0	0	0	0	0	0	0	0	Top 8 Vßng Lo¹i Giao L­u										
§éi Rång §Êu Giao L­u LÇn 2	254		225,0,225	186	0	0	0	0	0	0	0	0	0	0	0	0	0	Top 8 Vßng Lo¹i Giao L­u										
Thiªn H¹ V« Song	255		225,0,225	193	0	0	0	990	20	1205	6	0	0	0	0	0	0	§iÓm Tèng Kim Long Hæ TuÇn-H¹ng 1										
Th©n Thñ BÊt Phµm	256		225,0,225	194	0	0	0	990	10	1205	4	0	0	0	0	0	0	§iÓm Tèng Kim Long Hæ TuÇn-H¹ng 2										
Vang Danh Tø Ph­¬ng	257		225,0,225	195	0	0	0	990	5	1205	2	0	0	0	0	0	0	§iÓm Tèng Kim Long Hæ TuÇn-H¹ng 3										
Vâ Häc Kú Tµi	258		225,0,225	196	0	0	0	1205	2	0	0	0	0	0	0	0	0	§iÓm Tèng Kim Long Hæ TuÇn-H¹ng 4										
Huynh §Ö V« Sè	259		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Ng­êi ®Çu tiªn ®¹t cÊp 200	260		225,0,225	197	0	0	0	0	0	0	0	0	0	0	0	0	0	§¨ng Phong T¹o Cùc (Ng­êi ®Çu tiªn ®¹t ChuyÓn 200)										
Giang Hå Nhi N÷	261		225,0,225	172	0	0	0	1277	2	0	0	0	0	0	0	0	0	Vßng S¸ng VIP 2013-1										
Tø H¶i HiÖp Kh¸ch	262		225,0,225	173	0	0	0	1277	3	0	0	0	0	0	0	0	0	Vßng S¸ng VIP 2013-2										
Vâ L©m Hµo HiÖp	263		225,0,225	174	0	0	0	1277	4	0	0	0	0	0	0	0	0	Vßng S¸ng VIP 2013-3										
Thiªn H¹ ChÝ T«n	264		225,0,225	175	0	0	0	1277	5	0	0	0	0	0	0	0	0	Vßng S¸ng VIP 2013-4										
NhÊt Nh©n §¾c §¹o	265		225,0,225	0	0	0	0	1281	1	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
NhÞ Long §»ng Phi	266		225,0,225	0	0	0	0	1281	2	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
Tam D­¬ng Khai Th¸i	267		225,0,225	0	0	0	0	1281	3	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
Tø Ph­¬ng Bøc ThÊu	268		225,0,225	0	0	0	0	1281	4	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
Ngò Phóc L©m M«n	269		225,0,225	0	0	0	0	1281	5	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
Lôc Hîp §ång Phong	270		225,0,225	0	0	0	0	1281	6	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
ThÊt Tinh Cao ChiÕu	271		225,0,225	0	0	0	0	1281	7	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
B¸t DiÖn Uy Phong	272		225,0,225	0	0	0	0	1281	8	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
Cöu ChuyÓn C«ng Thµnh	273		225,0,225	0	0	0	0	1281	9	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
ThËp Toµn ThËp Mü	274		225,0,225	0	0	0	0	1281	10	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
Vò Ch­íc	275		225,0,225	0	0	0	0	1282	1	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
Kim Thoa	276		225,0,225	0	0	0	0	1282	2	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
§Ëu KhÊu	277		225,0,225	0	0	0	0	1282	3	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
BÝch Ngäc 	278		225,0,225	0	0	0	0	1282	4	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
§µo Lý	279		225,0,225	0	0	0	0	1282	5	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
Mïa Hoa	280		225,0,225	0	0	0	0	1282	6	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
Nh­îc Qu¸n	281		225,0,225	0	0	0	0	1282	7	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
Nhi LËp	282		225,0,225	0	0	0	0	1282	8	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
BÊt HoÆc	283		225,0,225	0	0	0	0	1282	9	0	0	0	0	0	0	0	0	Ho¹t ®éng nhËn danh hiÖu										
Niªn Niªn H÷u D­	284		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
§¹i Phó §¹i Quý	285		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
B»ng Tr×nh V¹n Lý	286		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
§¹i TriÓn Hïng §å	287		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
Hîp Gia §oµn Viªn	288		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
TuÕ TuÕ B×nh An	289		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
Bé Bé Cao Th¨ng	290		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
Hång ¸n TÒ Mi	291		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
Cha MÑ M¹nh Kháe	292		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
Tµi Léc gÆt hoµi kh«ng hÕt	293		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
§¹i C¸t §¹i Lîi	294		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
Long Phông Tr×nh T­êng	295		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
Kim Ngäc M·n §­êng	296		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
Phóc Nh­ §«ng H¶i	297		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
Thä TØ Nam S¬n	298		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu ho¹t ®éng Mõng Xu©n Mäi Nhµ										
§éc C« V« §Þch	299		0,255,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	§éc C« V« §Þch										
Kû niÖm buæi gÆp mÆt offline cña bang héi n¨m 2012	300		225,0,225	199	0	0	0	1174	4	0	0	0	0	0	0	0	0	Kû niÖm buæi gÆp mÆt offline cña bang héi n¨m 2012										
Thiªn H¹ §Ö NhÊt - Bang V« Song V­¬ng	301		225,0,225	200	0	0	0	0	0	0	0	0	0	0	0	0	0	Hµo quang Thiªn H¹ §Ö NhÊt Bang n¨m 2012										
§éc Bé Giang Hå - C¸i ThÕ Hïng S­	302		225,0,225	201	0	0	0	0	0	0	0	0	0	0	0	0	0	Hµo quang Thiªn H¹ §Ö NhÊt Bang n¨m 2012										
16 C­êng Thiªn H¹ §Ö NhÊt Bang n¨m 2012	303		225,0,225	202	0	0	0	0	0	0	0	0	0	0	0	0	0	Hµo quang Thiªn H¹ §Ö NhÊt Bang n¨m 2012										
§¨ng Phong T¹o Cùc	304		225,0,225	197	0	0	0	0	0	0	0	0	0	0	0	0	0	§¨ng Phong T¹o Cùc										
Hµo HiÖp Wechat	305		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ho¹t ®éng Wechat										
Tèng binh	306		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu chiÕn tr­êng Tao Ngé ChiÕn										
Tèng HiÖu óy	307		225,0,225	0	0	0	0	1313	1	0	0	0	0	0	0	0	0	Danh hiÖu chiÕn tr­êng Tao Ngé ChiÕn										
Tèng Thèng lÜnh	308		225,0,225	0	0	0	0	1314	1	0	0	0	0	0	0	0	0	Danh hiÖu chiÕn tr­êng Tao Ngé ChiÕn										
Tèng Phã t­íng	309		225,0,225	0	0	0	0	1315	1	0	0	0	0	0	0	0	0	Danh hiÖu chiÕn tr­êng Tao Ngé ChiÕn										
Tèng §¹i t­íng	310		225,0,225	0	0	0	0	1316	1	0	0	0	0	0	0	0	0	Danh hiÖu chiÕn tr­êng Tao Ngé ChiÕn										
Kim binh	311		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu chiÕn tr­êng Tao Ngé ChiÕn										
Kim HiÖu óy	312		225,0,225	0	0	0	0	1313	1	0	0	0	0	0	0	0	0	Danh hiÖu chiÕn tr­êng Tao Ngé ChiÕn										
Kim Thèng LÜnh	313		225,0,225	0	0	0	0	1314	1	0	0	0	0	0	0	0	0	Danh hiÖu chiÕn tr­êng Tao Ngé ChiÕn										
Kim Phã t­íng	314		225,0,225	0	0	0	0	1315	1	0	0	0	0	0	0	0	0	Danh hiÖu chiÕn tr­êng Tao Ngé ChiÕn										
Kim §¹i t­íng	315		225,0,225	0	0	0	0	1316	1	0	0	0	0	0	0	0	0	Danh hiÖu chiÕn tr­êng Tao Ngé ChiÕn										
Cao Thñ §å Long	316		225,0,225	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0	Danh hiÖu ƒc Lang §Õn TËp										
Kim Qua ThiÕt M·	317		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Danh hiÖu server míi										
ChÊn ViÔn §¹i T­íng Qu©n	318		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Tuyªn Uy T­íng Qu©n	319		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
§Þnh ViÔn T­íng Qu©n	320		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Du Kú T­íng Qu©n	321		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Chiªu Vâ HiÖu óy	322		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Nh©n Dòng T­íng Qu©n	323		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Phó Kh¶ §Þch Quèc	324		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hoµn thµnh thµnh tùu ThÕ Giíi Phó Hµo nhËn ®­îc										
Ph¸ Qu©n	325		255,127,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hoµn thµnh thµnh tùu Cao Thñ Tèng Kim nhËn ®­îc										
Vâ Khóc	326		255,127,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hoµn thµnh thµnh tùu Cao Thñ Liªn §Êu nhËn ®­îc										
Tham Lang	327		255,215,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hoµn thµnh thµnh tùu Cao Thñ Thµnh ChiÕn nhËn ®­îc										
HuyÕt Dôc	404		34,139,34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HuyÕt Dôc										
ChiÕn Thiªn	405		34,139,34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ChiÕn Thiªn										
Th­¬ng Hång	406		34,139,34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Th­¬ng Hång										
Lang H¹o	407		34,139,34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lang H¹o										
TriÖu M·nh	408		34,139,34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TriÖu M·nh										
Th­¬ng Lang	414		34,139,34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NhËn ®­îc hoµn thµnh thµnh tùu cao thñ HuyÕt ChiÕn										
Tèng binh	415		34,139,34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HuyÕt ChiÕn Th­¬ng Lang Tèng										
Kim binh	416		34,139,34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HuyÕt ChiÕn Th­¬ng Lang Kim										
HuyÒn Vò Hµo HiÖp	3002		34,139,34	165	0	0	0	976	2	990	2	0	0	0	0	0	0	2011VLMC										
Qu¸n Qu©n Vâ L©m Ngò B¸	3003		225,0,225	124	0	0	0	977	20	1205	6	0	0	0	0	0	0	Vßng Hµo Quang Vâ L©m Ngò B¸ (20 tèc ®é, 30% c«ng kÝch kü n¨ng)										
TiÒm Long NhÊt Héi	3004		225,0,225	135	0	0	0	977	10	1205	1	0	0	0	0	0	0	TiÒm Long NhÊt Héi										
§¹i Phó Hµo	3005		225,0,225	172	0	0	0	990	10	0	0	0	0	0	0	0	0	T¨ng 1000 sinh lùc d­¬ng										
ThËp §¹i Kú Nh©n	3006		225,0,225	173	0	0	0	0	0	0	0	0	0	0	0	0	0	Kh«ng cã thuéc tÝnh										
Hïng Binh L­u Danh	3007		225,0,225	145	0	0	0	0	0	0	0	0	0	0	0	0	0	Kh«ng cã thuéc tÝnh										
NhËt NguyÖt Kim Quang	3008		225,0,225	186	0	0	0	990	5	977	20	1205	2	0	0	0	0	500 Sinh lùc, 20 tèc ®é, 10% c«ng kÝch kü n¨ng										
T©n Thñ	3009		225,0,225	135	0	0	0	990	30	977	20	0	0	0	0	0	0	2000 Sinh lùc, 30 tèc ®é										
H¹ng Nh× Vâ L©m Ngò B¸	3010		225,0,225	124	0	0	0	977	20	1205	4	0	0	0	0	0	0	Vßng HQ ¸ Qu©n Vâ L©m Ngò B¸(20 tèc ®é, 20% c«ng kÝch kü n¨ng)										
H¹ng Ba Vâ L©m Ngò B¸	3011		225,0,225	124	0	0	0	977	20	1205	4	0	0	0	0	0	0	Vßng HQ H¹ng 3 Qu©n Vâ L©m Ngò B¸(20 tèc ®é, 20% c«ng kÝch kü n¨ng)										
Ngäc Thô L©m Phong	3012		225,0,225	172	0	0	0	990	5	977	10	0	0	0	0	0	0	500 Sinh lùc, 10 tèc ®é										
TuyÓn U23 ViÖt Nam	3013		225,0,225	172	0	0	0	990	5	977	10	0	0	0	0	0	0	500 Sinh lùc, 10 tèc ®é										
ViÖt Nam QuyÕt Th¾ng	3014		225,0,225	172	0	0	0	990	5	977	10	0	0	0	0	0	0	500 Sinh lùc, 10 tèc ®é										
ThÞ Uy	417		225,0,225	0	0	0	0	1205	3	0	0	0	0	0	0	0	0	Trang bÞ trªn ng­êi kh¶m 15 côc V¨n C­¬ng cÊp 9	1205	3								
KÝch c«ng	418		225,0,225	0	0	0	0	1205	6	0	0	0	0	0	0	0	0	Trang bÞ trªn ng­êi kh¶m 20 côc V¨n C­¬ng cÊp 9	1205	6								
Th©m hËu	419		225,0,225	0	0	0	0	1205	12	0	0	0	0	0	0	0	0	Trang bÞ trªn ng­êi kh¶m 15 côc V¨n C­¬ng cÊp 10	1205	12								
Cµn Kh«n	420		225,0,225	0	0	0	0	1205	14	0	0	0	0	0	0	0	0	Trang bÞ trªn ng­êi kh¶m 20 côc V¨n C­¬ng cÊp 10	1205	14								
Siªu Phµm	421		225,0,225	0	0	0	0	1205	2	990	10	0	0	0	0	0	0		1205	2	990	10						
Kinh Hång	422		225,0,225	0	0	0	0	1205	3	990	10	0	0	0	0	0	0		1205	3	990	10						
L¨ng TuyÖt	423		225,0,225	0	0	0	0	1205	4	990	10	0	0	0	0	0	0		1205	4	990	10						
Kinh ThÕ	424		225,0,225	0	0	0	0	1205	5	990	15	0	0	0	0	0	0		1205	5	990	15						
Ngù Kh«ng	425		225,0,225	0	0	0	0	1205	6	990	15	0	0	0	0	0	0		1205	6	990	15						
Hçn Thiªn	426		225,0,225	0	0	0	0	1205	7	990	15	0	0	0	0	0	0		1205	7	990	15						
Så Ph­îng	427		225,0,225	0	0	0	0	1205	8	990	20	0	0	0	0	0	0		1205	8	990	20						
TiÒm Long	428		225,0,225	0	0	0	0	1205	10	990	20	0	0	0	0	0	0		1205	10	990	20						
ChÝ T«n	429		225,0,225	0	0	0	0	1205	12	990	25	0	0	0	0	0	0		1205	12	990	25						
V« Song	430		225,0,225	0	0	0	0	1205	14	990	25	0	0	0	0	0	0		1205	14	990	25						
§¹i Th¸nh	431		225,0,225	0	0	0	0	1205	14	990	30	1678	5	0	0	0	0		1205	14	990	30	1678	5				
ViÖt Nam V« §Þch	432		225,0,225	158	0	0	0	990	20	977	20	1205	2	0	0	0	0	2000 ®iÓm sinh lùc, 20 ®iÓm tèc ®é di chuyÓn, 10% c«ng kÝch kü n¨ng										
Vâ L©m ChÝ T«n	433		225,0,225	85	0	0	0	0	0	0	0	0	0	0	0	0	0	C«ng kÝch kÜ n¨ng +30%, bá qua kh¸ng tÝnh +10%, bá qua hãa gi¶i +5%, tØ lÖ träng kÝch +5%										
Vâ L©m Minh Chñ	434	\spr\Ui4\title\wulinmengzhu.spr	225,255,0	162	0	0	0	1484	20	1483	20	1481	10	0	0	0	0	Vâ L©m Minh Chñ										
B¸ch ChiÕn B¸ch Th¾ng	435	\spr\Ui4\title\baizhanbaisheng.spr	225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B¸ch ChiÕn B¸ch Th¾ng										
§éc C« CÇu B¹i	436	\spr\Ui4\title\duguqiubai.spr	225,0,225	0	0	0	0	2160	1	0	0	0	0	0	0	0	0	§éc C« CÇu B¹i	2160	1								
Hoµng §å V« Song	437	\spr\Ui4\title\huangtuwudi.spr	225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hoµng §å V« Song										
Vang Danh Giang Hå	438	\spr\Ui4\title\mingzhengjianghu.spr	225,0,225	0	0	0	0	1484	20	1705	5	1706	1	0	0	0	0	Vang Danh Giang Hå										
Thiªn H¹ V« §Þch	439	\spr\Ui4\title\tianxiawudi.spr	225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thiªn H¹ V« §Þch										
Thiªn H¹ V« Song	440	\spr\Ui4\title\tianxiawushuang.spr	225,0,225	0	0	0	0	1484	20	1707	5	1708	5	0	0	0	0	Thiªn H¹ V« Song										
Hïng B¸ Thiªn H¹	441	\spr\Ui4\title\xiongbatianxia.spr	225,0,225	0	0	0	0	1484	20	1482	10	1709	10	0	0	0	0	Hïng B¸ Thiªn H¹										
§¹i HiÖp May M¾n	442		225,0,225	0	0	0	0	1712	10	1713	1	1710	1	1711	1	0	0	Quµ ­u ®·i hoÆc Danh hiÖu Rót th­ëng xu©n	1712	10	1713	1	1710	1	1711	1	0	0
T«ng S­ May M¾n	443		225,0,225	0	0	0	0	1716	10	1717	1	1718	1	1719	1	1714	1	Quµ ­u ®·i hoÆc Danh hiÖu Rót th­ëng xu©n	1716	10	1717	1	1718	1	1719	1	1714	1
Th¸nh May M¾n	444		225,0,225	158	0	0	0	1483	10	1484	10	1715	1	0	0	0	0	Danh hiÖu Rót th­ëng xu©n	1483	10	1484	10	1715	1				
TuyÖt §Ønh Phong	445		225,0,225	158	0	0	0	1732	1	0	0	0	0	0	0	0	0	Danh hiÖu th­ëng xÕp h¹ng Anh Hïng Th¸p cã thêi h¹n (Sinh lùc D­¬ng +1000, Èn cã hiÖu qu¶, 7 ngµy)	1732	1								
Vâ L©m Minh Chñ	446	\spr\Ui4\title\wulinmengzhu.spr	225,0,225	162	0	0	0	1994	1	0	0	0	0	0	0	0	0	Vâ L©m Minh Chñ	1994	1	0							
ThËp ®¹i cao thñ	447		225,0,225	162	0	0	0	1995	1	0	0	0	0	0	0	0	0	ThËp §¹i Cao Thñ	1995	1	0							
Thiªn H¹ V« §Þch	448	\spr\Ui4\title\tianxiawudi.spr	225,0,225	193	0	0	0	1993	1	0	0	0	0	0	0	0	0	Thiªn H¹ V« §Þch	1993	1	0							
Vâ L©m §Ö NhÊt Bang	449		225,0,225	107	0	0	0	1996	1	0	0	0	0	0	0	0	0	Vâ L©m §Ö NhÊt Bang	1996	1	0							
TuyÖt §Ønh PK	450		225,0,225	170	0	0	0	1997	1	0	0	0	0	0	0	0	0	TuyÖt §Ønh PK	1997	1	0							
Uy ChÊn Thiªn H¹	451		225,0,225	107	0	0	0	2100	1	0	0	0	0	0	0	0	0	Uy ChÊn Thiªn H¹	2100	1	0							
Vâ L©m Minh Chñ	452	\spr\Ui4\title\volamminhchu.spr	225,0,225	164	0	0	0	2101	1	0	0	0	0	0	0	0	0	Vâ L©m Minh Chñ	2101	1	0							
ThËp ®¹i cao thñ	453	\spr\Ui4\title\thapdaicaothu.spr	225,0,225	164	0	0	0	2102	1	0	0	0	0	0	0	0	0	ThËp §¹i Cao Thñ	2102	1	0							
TuyÖt §Ønh PK	454	\spr\Ui4\title\tuyet_dinh_pk.spr	225,0,225	241	0	0	0	2103	1	0	0	0	0	0	0	0	0	TuyÖt §Ønh PK	2103	1	0							
Thiªn H¹ V« §Þch	455	\spr\Ui4\title\tianxiawudi.spr	225,0,225	193	0	0	0	2144	1	0	0	0	0	0	0	0	0	Thiªn H¹ V« §Þch	2144	1	0							
