装备名称	刀盾站立1	盾刀站立1	空手站立1	空手站立2	空手站立3	短武器站立	长武器站立	双武器站立	刀盾武器站立	盾刀武器站立	琴战斗站立	琴非战斗站立	空手走路	普通走路	短武器走路	长武器走路	双武器走路	刀盾武器走路	盾刀武器走路	琴走路	空手跑步	普通跑步	短武器跑步	长武器跑步	双武器跑步	刀盾武器跑步	盾刀武器跑步	琴武器跑步	空手受伤	短武器受伤	长武器受伤	双武器受伤	刀盾武器受伤	盾刀武器受伤	琴武器受伤	空手死亡	短武器死亡	长武器死亡	双武器死亡	刀盾武器死亡	盾刀武器死亡	琴武器死亡	空手攻击	短武器刺	短武器砍	长武器戳	长武器劈	双武器划	双武器砸	刀盾武器划	刀盾武器砍	盾刀武器划	盾刀武器砍	琴武器攻击1	琴武器攻击2	暗器投掷	空手魔法	短武器魔法	长武器魔法	双武器魔法	刀盾武器魔法	盾刀武器魔法	琴武器魔法	打坐	跳跃	骑马站立	骑马走动	骑马跑步	骑马攻击劈	骑马攻击刺	骑马魔法	骑马受伤	骑马死亡	骑马站立1	骑马站立2
躯体28	MA_SH_007_ST01.spr	MA_SH_007_ST01.spr	MA_SH_007_ST01.spr	MA_SH_007_ST02.spr	MA_SH_007_ST03.spr	MA_SH_007_ST04.spr	MA_SH_007_ST05.spr	MA_SH_007_ST06.spr					MA_SH_007_WK01.spr	MA_SH_007_WK01.spr	MA_SH_007_WK02.spr	MA_SH_007_WK03.spr	MA_SH_007_WK04.spr				MA_SH_007_RN01.spr	MA_SH_007_RN01.spr	MA_SH_007_RN02.spr	MA_SH_007_RN03.spr	MA_SH_007_RN04.spr				MA_SH_007_IJ01.spr	MA_SH_007_IJ02.spr	MA_SH_007_IJ03.spr	MA_SH_007_IJ04.spr				MA_SH_007_DE01.spr	MA_SH_007_DE02.spr	MA_SH_007_DE03.spr	MA_SH_007_DE04.spr				MA_SH_007_AT01.spr	MA_SH_007_AT02.spr	MA_SH_007_AT03.spr	MA_SH_007_AT04.spr	MA_SH_007_AT05.spr	MA_SH_007_AT06.spr	MA_SH_007_AT07.spr							MA_SH_007_MG01.spr	MA_SH_007_MG02.spr	MA_SH_007_MG03.spr	MA_SH_007_MG04.spr	MA_SH_007_MG05.spr				MA_SH_007_ZZ01.spr	MA_SH_007_JP01.spr	MA_SH_001_RD01.spr	MA_SH_001_HW01.spr	MA_SH_001_HR01.spr	MA_SH_001_HA01.spr	MA_SH_001_HA02.spr	MA_SH_001_HM01.spr	MA_SH_001_HI01.spr	MA_SH_001_HD01.spr	MA_SH_001_RD01.spr	MA_SH_001_RD01.spr
躯体29	MA_SH_008_ST01.spr	MA_SH_008_ST01.spr	MA_SH_008_ST01.spr	MA_SH_008_ST02.spr	MA_SH_008_ST03.spr	MA_SH_008_ST04.spr	MA_SH_008_ST05.spr	MA_SH_008_ST06.spr					MA_SH_008_WK01.spr	MA_SH_008_WK01.spr	MA_SH_008_WK02.spr	MA_SH_008_WK03.spr	MA_SH_008_WK04.spr				MA_SH_008_RN01.spr	MA_SH_008_RN01.spr	MA_SH_008_RN02.spr	MA_SH_008_RN03.spr	MA_SH_008_RN04.spr				MA_SH_008_IJ01.spr	MA_SH_008_IJ02.spr	MA_SH_008_IJ03.spr	MA_SH_008_IJ04.spr				MA_SH_008_DE01.spr	MA_SH_008_DE02.spr	MA_SH_008_DE03.spr	MA_SH_008_DE04.spr				MA_SH_008_AT01.spr	MA_SH_008_AT02.spr	MA_SH_008_AT03.spr	MA_SH_008_AT04.spr	MA_SH_008_AT05.spr	MA_SH_008_AT06.spr	MA_SH_008_AT07.spr							MA_SH_008_MG01.spr	MA_SH_008_MG02.spr	MA_SH_008_MG03.spr	MA_SH_008_MG04.spr	MA_SH_008_MG05.spr				MA_SH_008_ZZ01.spr	MA_SH_008_JP01.spr	MA_SH_002_RD01.spr	MA_SH_002_HW01.spr	MA_SH_002_HR01.spr	MA_SH_002_HA01.spr	MA_SH_002_HA02.spr	MA_SH_002_HM01.spr	MA_SH_002_HI01.spr	MA_SH_002_HD01.spr	MA_SH_002_RD01.spr	MA_SH_002_RD01.spr
躯体30	MA_SH_009_ST01.spr	MA_SH_009_ST01.spr	MA_SH_009_ST01.spr	MA_SH_009_ST02.spr	MA_SH_009_ST03.spr	MA_SH_009_ST04.spr	MA_SH_009_ST05.spr	MA_SH_009_ST06.spr					MA_SH_009_WK01.spr	MA_SH_009_WK01.spr	MA_SH_009_WK02.spr	MA_SH_009_WK03.spr	MA_SH_009_WK04.spr				MA_SH_009_RN01.spr	MA_SH_009_RN01.spr	MA_SH_009_RN02.spr	MA_SH_009_RN03.spr	MA_SH_009_RN04.spr				MA_SH_009_IJ01.spr	MA_SH_009_IJ02.spr	MA_SH_009_IJ03.spr	MA_SH_009_IJ04.spr				MA_SH_009_DE01.spr	MA_SH_009_DE02.spr	MA_SH_009_DE03.spr	MA_SH_009_DE04.spr				MA_SH_009_AT01.spr	MA_SH_009_AT02.spr	MA_SH_009_AT03.spr	MA_SH_009_AT04.spr	MA_SH_009_AT05.spr	MA_SH_009_AT06.spr	MA_SH_009_AT07.spr							MA_SH_009_MG01.spr	MA_SH_009_MG02.spr	MA_SH_009_MG03.spr	MA_SH_009_MG04.spr	MA_SH_009_MG05.spr				MA_SH_009_ZZ01.spr	MA_SH_009_JP01.spr	MA_SH_003_RD01.spr	MA_SH_003_HW01.spr	MA_SH_003_HR01.spr	MA_SH_003_HA01.spr	MA_SH_003_HA02.spr	MA_SH_003_HM01.spr	MA_SH_003_HI01.spr	MA_SH_003_HD01.spr	MA_SH_003_RD01.spr	MA_SH_003_RD01.spr
躯体31	MA_SH_010_ST01.spr	MA_SH_010_ST01.spr	MA_SH_010_ST01.spr	MA_SH_010_ST02.spr	MA_SH_010_ST03.spr	MA_SH_010_ST04.spr	MA_SH_010_ST05.spr	MA_SH_010_ST06.spr					MA_SH_010_WK01.spr	MA_SH_010_WK01.spr	MA_SH_010_WK02.spr	MA_SH_010_WK03.spr	MA_SH_010_WK04.spr				MA_SH_010_RN01.spr	MA_SH_010_RN01.spr	MA_SH_010_RN02.spr	MA_SH_010_RN03.spr	MA_SH_010_RN04.spr				MA_SH_010_IJ01.spr	MA_SH_010_IJ02.spr	MA_SH_010_IJ03.spr	MA_SH_010_IJ04.spr				MA_SH_010_DE01.spr	MA_SH_010_DE02.spr	MA_SH_010_DE03.spr	MA_SH_010_DE04.spr				MA_SH_010_AT01.spr	MA_SH_010_AT02.spr	MA_SH_010_AT03.spr	MA_SH_010_AT04.spr	MA_SH_010_AT05.spr	MA_SH_010_AT06.spr	MA_SH_010_AT07.spr							MA_SH_010_MG01.spr	MA_SH_010_MG02.spr	MA_SH_010_MG03.spr	MA_SH_010_MG04.spr	MA_SH_010_MG05.spr				MA_SH_010_ZZ01.spr	MA_SH_010_JP01.spr	MA_SH_001_RD01.spr	MA_SH_001_HW01.spr	MA_SH_001_HR01.spr	MA_SH_001_HA01.spr	MA_SH_001_HA02.spr	MA_SH_001_HM01.spr	MA_SH_001_HI01.spr	MA_SH_001_HD01.spr	MA_SH_001_RD01.spr	MA_SH_001_RD01.spr
躯体32	MA_SH_011_ST01.spr	MA_SH_011_ST01.spr	MA_SH_011_ST01.spr	MA_SH_011_ST02.spr	MA_SH_011_ST03.spr	MA_SH_011_ST04.spr	MA_SH_011_ST05.spr	MA_SH_011_ST06.spr					MA_SH_011_WK01.spr	MA_SH_011_WK01.spr	MA_SH_011_WK02.spr	MA_SH_011_WK03.spr	MA_SH_011_WK04.spr				MA_SH_011_RN01.spr	MA_SH_011_RN01.spr	MA_SH_011_RN02.spr	MA_SH_011_RN03.spr	MA_SH_011_RN04.spr				MA_SH_011_IJ01.spr	MA_SH_011_IJ02.spr	MA_SH_011_IJ03.spr	MA_SH_011_IJ04.spr				MA_SH_011_DE01.spr	MA_SH_011_DE02.spr	MA_SH_011_DE03.spr	MA_SH_011_DE04.spr				MA_SH_011_AT01.spr	MA_SH_011_AT02.spr	MA_SH_011_AT03.spr	MA_SH_011_AT04.spr	MA_SH_011_AT05.spr	MA_SH_011_AT06.spr	MA_SH_011_AT07.spr							MA_SH_011_MG01.spr	MA_SH_011_MG02.spr	MA_SH_011_MG03.spr	MA_SH_011_MG04.spr	MA_SH_011_MG05.spr				MA_SH_011_ZZ01.spr	MA_SH_011_JP01.spr	MA_SH_002_RD01.spr	MA_SH_002_HW01.spr	MA_SH_002_HR01.spr	MA_SH_002_HA01.spr	MA_SH_002_HA02.spr	MA_SH_002_HM01.spr	MA_SH_002_HI01.spr	MA_SH_002_HD01.spr	MA_SH_002_RD01.spr	MA_SH_002_RD01.spr
躯体33	MA_SH_012_ST01.spr	MA_SH_012_ST01.spr	MA_SH_012_ST01.spr	MA_SH_012_ST02.spr	MA_SH_012_ST03.spr	MA_SH_012_ST04.spr	MA_SH_012_ST05.spr	MA_SH_012_ST06.spr					MA_SH_012_WK01.spr	MA_SH_012_WK01.spr	MA_SH_012_WK02.spr	MA_SH_012_WK03.spr	MA_SH_012_WK04.spr				MA_SH_012_RN01.spr	MA_SH_012_RN01.spr	MA_SH_012_RN02.spr	MA_SH_012_RN03.spr	MA_SH_012_RN04.spr				MA_SH_012_IJ01.spr	MA_SH_012_IJ02.spr	MA_SH_012_IJ03.spr	MA_SH_012_IJ04.spr				MA_SH_012_DE01.spr	MA_SH_012_DE02.spr	MA_SH_012_DE03.spr	MA_SH_012_DE04.spr				MA_SH_012_AT01.spr	MA_SH_012_AT02.spr	MA_SH_012_AT03.spr	MA_SH_012_AT04.spr	MA_SH_012_AT05.spr	MA_SH_012_AT06.spr	MA_SH_012_AT07.spr							MA_SH_012_MG01.spr	MA_SH_012_MG02.spr	MA_SH_012_MG03.spr	MA_SH_012_MG04.spr	MA_SH_012_MG05.spr				MA_SH_012_ZZ01.spr	MA_SH_012_JP01.spr	MA_SH_003_RD01.spr	MA_SH_003_HW01.spr	MA_SH_003_HR01.spr	MA_SH_003_HA01.spr	MA_SH_003_HA02.spr	MA_SH_003_HM01.spr	MA_SH_003_HI01.spr	MA_SH_003_HD01.spr	MA_SH_003_RD01.spr	MA_SH_003_RD01.spr
躯体34	MA_SH_013_ST01.spr	MA_SH_013_ST01.spr	MA_SH_013_ST01.spr	MA_SH_013_ST02.spr	MA_SH_013_ST03.spr	MA_SH_013_ST04.spr	MA_SH_013_ST05.spr	MA_SH_013_ST06.spr					MA_SH_013_WK01.spr	MA_SH_013_WK01.spr	MA_SH_013_WK02.spr	MA_SH_013_WK03.spr	MA_SH_013_WK04.spr				MA_SH_013_RN01.spr	MA_SH_013_RN01.spr	MA_SH_013_RN02.spr	MA_SH_013_RN03.spr	MA_SH_013_RN04.spr				MA_SH_013_IJ01.spr	MA_SH_013_IJ02.spr	MA_SH_013_IJ03.spr	MA_SH_013_IJ04.spr				MA_SH_013_DE01.spr	MA_SH_013_DE02.spr	MA_SH_013_DE03.spr	MA_SH_013_DE04.spr				MA_SH_013_AT01.spr	MA_SH_013_AT02.spr	MA_SH_013_AT03.spr	MA_SH_013_AT04.spr	MA_SH_013_AT05.spr	MA_SH_013_AT06.spr	MA_SH_013_AT07.spr							MA_SH_013_MG01.spr	MA_SH_013_MG02.spr	MA_SH_013_MG03.spr	MA_SH_013_MG04.spr	MA_SH_013_MG05.spr				MA_SH_013_ZZ01.spr	MA_SH_013_JP01.spr	MA_SH_001_RD01.spr	MA_SH_001_HW01.spr	MA_SH_001_HR01.spr	MA_SH_001_HA01.spr	MA_SH_001_HA02.spr	MA_SH_001_HM01.spr	MA_SH_001_HI01.spr	MA_SH_001_HD01.spr	MA_SH_001_RD01.spr	MA_SH_001_RD01.spr
躯体35	MA_SH_014_ST01.spr	MA_SH_014_ST01.spr	MA_SH_014_ST01.spr	MA_SH_014_ST02.spr	MA_SH_014_ST03.spr	MA_SH_014_ST04.spr	MA_SH_014_ST05.spr	MA_SH_014_ST06.spr					MA_SH_014_WK01.spr	MA_SH_014_WK01.spr	MA_SH_014_WK02.spr	MA_SH_014_WK03.spr	MA_SH_014_WK04.spr				MA_SH_014_RN01.spr	MA_SH_014_RN01.spr	MA_SH_014_RN02.spr	MA_SH_014_RN03.spr	MA_SH_014_RN04.spr				MA_SH_014_IJ01.spr	MA_SH_014_IJ02.spr	MA_SH_014_IJ03.spr	MA_SH_014_IJ04.spr				MA_SH_014_DE01.spr	MA_SH_014_DE02.spr	MA_SH_014_DE03.spr	MA_SH_014_DE04.spr				MA_SH_014_AT01.spr	MA_SH_014_AT02.spr	MA_SH_014_AT03.spr	MA_SH_014_AT04.spr	MA_SH_014_AT05.spr	MA_SH_014_AT06.spr	MA_SH_014_AT07.spr							MA_SH_014_MG01.spr	MA_SH_014_MG02.spr	MA_SH_014_MG03.spr	MA_SH_014_MG04.spr	MA_SH_014_MG05.spr				MA_SH_014_ZZ01.spr	MA_SH_014_JP01.spr	MA_SH_002_RD01.spr	MA_SH_002_HW01.spr	MA_SH_002_HR01.spr	MA_SH_002_HA01.spr	MA_SH_002_HA02.spr	MA_SH_002_HM01.spr	MA_SH_002_HI01.spr	MA_SH_002_HD01.spr	MA_SH_002_RD01.spr	MA_SH_002_RD01.spr
躯体36	MA_SH_015_ST01.spr	MA_SH_015_ST01.spr	MA_SH_015_ST01.spr	MA_SH_015_ST02.spr	MA_SH_015_ST03.spr	MA_SH_015_ST04.spr	MA_SH_015_ST05.spr	MA_SH_015_ST06.spr					MA_SH_015_WK01.spr	MA_SH_015_WK01.spr	MA_SH_015_WK02.spr	MA_SH_015_WK03.spr	MA_SH_015_WK04.spr				MA_SH_015_RN01.spr	MA_SH_015_RN01.spr	MA_SH_015_RN02.spr	MA_SH_015_RN03.spr	MA_SH_015_RN04.spr				MA_SH_015_IJ01.spr	MA_SH_015_IJ02.spr	MA_SH_015_IJ03.spr	MA_SH_015_IJ04.spr				MA_SH_015_DE01.spr	MA_SH_015_DE02.spr	MA_SH_015_DE03.spr	MA_SH_015_DE04.spr				MA_SH_015_AT01.spr	MA_SH_015_AT02.spr	MA_SH_015_AT03.spr	MA_SH_015_AT04.spr	MA_SH_015_AT05.spr	MA_SH_015_AT06.spr	MA_SH_015_AT07.spr							MA_SH_015_MG01.spr	MA_SH_015_MG02.spr	MA_SH_015_MG03.spr	MA_SH_015_MG04.spr	MA_SH_015_MG05.spr				MA_SH_015_ZZ01.spr	MA_SH_015_JP01.spr	MA_SH_003_RD01.spr	MA_SH_003_HW01.spr	MA_SH_003_HR01.spr	MA_SH_003_HA01.spr	MA_SH_003_HA02.spr	MA_SH_003_HM01.spr	MA_SH_003_HI01.spr	MA_SH_003_HD01.spr	MA_SH_003_RD01.spr	MA_SH_003_RD01.spr
躯体37	MA_SH_016_ST01.spr	MA_SH_016_ST01.spr	MA_SH_016_ST01.spr	MA_SH_016_ST02.spr	MA_SH_016_ST03.spr	MA_SH_016_ST04.spr	MA_SH_016_ST05.spr	MA_SH_016_ST06.spr					MA_SH_016_WK01.spr	MA_SH_016_WK01.spr	MA_SH_016_WK02.spr	MA_SH_016_WK03.spr	MA_SH_016_WK04.spr				MA_SH_016_RN01.spr	MA_SH_016_RN01.spr	MA_SH_016_RN02.spr	MA_SH_016_RN03.spr	MA_SH_016_RN04.spr				MA_SH_016_IJ01.spr	MA_SH_016_IJ02.spr	MA_SH_016_IJ03.spr	MA_SH_016_IJ04.spr				MA_SH_016_DE01.spr	MA_SH_016_DE02.spr	MA_SH_016_DE03.spr	MA_SH_016_DE04.spr				MA_SH_016_AT01.spr	MA_SH_016_AT02.spr	MA_SH_016_AT03.spr	MA_SH_016_AT04.spr	MA_SH_016_AT05.spr	MA_SH_016_AT06.spr	MA_SH_016_AT07.spr							MA_SH_016_MG01.spr	MA_SH_016_MG02.spr	MA_SH_016_MG03.spr	MA_SH_016_MG04.spr	MA_SH_016_MG05.spr				MA_SH_016_ZZ01.spr	MA_SH_016_JP01.spr	MA_SH_001_RD01.spr	MA_SH_001_HW01.spr	MA_SH_001_HR01.spr	MA_SH_001_HA01.spr	MA_SH_001_HA02.spr	MA_SH_001_HM01.spr	MA_SH_001_HI01.spr	MA_SH_001_HD01.spr	MA_SH_001_RD01.spr	MA_SH_001_RD01.spr
躯体38	MA_SH_017_ST01.spr	MA_SH_017_ST01.spr	MA_SH_017_ST01.spr	MA_SH_017_ST02.spr	MA_SH_017_ST03.spr	MA_SH_017_ST04.spr	MA_SH_017_ST05.spr	MA_SH_017_ST06.spr					MA_SH_017_WK01.spr	MA_SH_017_WK01.spr	MA_SH_017_WK02.spr	MA_SH_017_WK03.spr	MA_SH_017_WK04.spr				MA_SH_017_RN01.spr	MA_SH_017_RN01.spr	MA_SH_017_RN02.spr	MA_SH_017_RN03.spr	MA_SH_017_RN04.spr				MA_SH_017_IJ01.spr	MA_SH_017_IJ02.spr	MA_SH_017_IJ03.spr	MA_SH_017_IJ04.spr				MA_SH_017_DE01.spr	MA_SH_017_DE02.spr	MA_SH_017_DE03.spr	MA_SH_017_DE04.spr				MA_SH_017_AT01.spr	MA_SH_017_AT02.spr	MA_SH_017_AT03.spr	MA_SH_017_AT04.spr	MA_SH_017_AT05.spr	MA_SH_017_AT06.spr	MA_SH_017_AT07.spr							MA_SH_017_MG01.spr	MA_SH_017_MG02.spr	MA_SH_017_MG03.spr	MA_SH_017_MG04.spr	MA_SH_017_MG05.spr				MA_SH_017_ZZ01.spr	MA_SH_017_JP01.spr	MA_SH_002_RD01.spr	MA_SH_002_HW01.spr	MA_SH_002_HR01.spr	MA_SH_002_HA01.spr	MA_SH_002_HA02.spr	MA_SH_002_HM01.spr	MA_SH_002_HI01.spr	MA_SH_002_HD01.spr	MA_SH_002_RD01.spr	MA_SH_002_RD01.spr
躯体39	MA_SH_018_ST01.spr	MA_SH_018_ST01.spr	MA_SH_018_ST01.spr	MA_SH_018_ST02.spr	MA_SH_018_ST03.spr	MA_SH_018_ST04.spr	MA_SH_018_ST05.spr	MA_SH_018_ST06.spr					MA_SH_018_WK01.spr	MA_SH_018_WK01.spr	MA_SH_018_WK02.spr	MA_SH_018_WK03.spr	MA_SH_018_WK04.spr				MA_SH_018_RN01.spr	MA_SH_018_RN01.spr	MA_SH_018_RN02.spr	MA_SH_018_RN03.spr	MA_SH_018_RN04.spr				MA_SH_018_IJ01.spr	MA_SH_018_IJ02.spr	MA_SH_018_IJ03.spr	MA_SH_018_IJ04.spr				MA_SH_018_DE01.spr	MA_SH_018_DE02.spr	MA_SH_018_DE03.spr	MA_SH_018_DE04.spr				MA_SH_018_AT01.spr	MA_SH_018_AT02.spr	MA_SH_018_AT03.spr	MA_SH_018_AT04.spr	MA_SH_018_AT05.spr	MA_SH_018_AT06.spr	MA_SH_018_AT07.spr							MA_SH_018_MG01.spr	MA_SH_018_MG02.spr	MA_SH_018_MG03.spr	MA_SH_018_MG04.spr	MA_SH_018_MG05.spr				MA_SH_018_ZZ01.spr	MA_SH_018_JP01.spr	MA_SH_003_RD01.spr	MA_SH_003_HW01.spr	MA_SH_003_HR01.spr	MA_SH_003_HA01.spr	MA_SH_003_HA02.spr	MA_SH_003_HM01.spr	MA_SH_003_HI01.spr	MA_SH_003_HD01.spr	MA_SH_003_RD01.spr	MA_SH_003_RD01.spr
躯体40	MA_SH_019_ST01.spr	MA_SH_019_ST01.spr	MA_SH_019_ST01.spr	MA_SH_019_ST02.spr	MA_SH_019_ST03.spr	MA_SH_019_ST04.spr	MA_SH_019_ST05.spr	MA_SH_019_ST06.spr					MA_SH_019_WK01.spr	MA_SH_019_WK01.spr	MA_SH_019_WK02.spr	MA_SH_019_WK03.spr	MA_SH_019_WK04.spr				MA_SH_019_RN01.spr	MA_SH_019_RN01.spr	MA_SH_019_RN02.spr	MA_SH_019_RN03.spr	MA_SH_019_RN04.spr				MA_SH_019_IJ01.spr	MA_SH_019_IJ02.spr	MA_SH_019_IJ03.spr	MA_SH_019_IJ04.spr				MA_SH_019_DE01.spr	MA_SH_019_DE02.spr	MA_SH_019_DE03.spr	MA_SH_019_DE04.spr				MA_SH_019_AT01.spr	MA_SH_019_AT02.spr	MA_SH_019_AT03.spr	MA_SH_019_AT04.spr	MA_SH_019_AT05.spr	MA_SH_019_AT06.spr	MA_SH_019_AT07.spr							MA_SH_019_MG01.spr	MA_SH_019_MG02.spr	MA_SH_019_MG03.spr	MA_SH_019_MG04.spr	MA_SH_019_MG05.spr				MA_SH_019_ZZ01.spr	MA_SH_019_JP01.spr	MA_SH_001_RD01.spr	MA_SH_001_HW01.spr	MA_SH_001_HR01.spr	MA_SH_001_HA01.spr	MA_SH_001_HA02.spr	MA_SH_001_HM01.spr	MA_SH_001_HI01.spr	MA_SH_001_HD01.spr	MA_SH_001_RD01.spr	MA_SH_001_RD01.spr
躯体41	MA_SH_020_ST01.spr	MA_SH_020_ST01.spr	MA_SH_020_ST01.spr	MA_SH_020_ST02.spr	MA_SH_020_ST03.spr	MA_SH_020_ST04.spr	MA_SH_020_ST05.spr	MA_SH_020_ST06.spr					MA_SH_020_WK01.spr	MA_SH_020_WK01.spr	MA_SH_020_WK02.spr	MA_SH_020_WK03.spr	MA_SH_020_WK04.spr				MA_SH_020_RN01.spr	MA_SH_020_RN01.spr	MA_SH_020_RN02.spr	MA_SH_020_RN03.spr	MA_SH_020_RN04.spr				MA_SH_020_IJ01.spr	MA_SH_020_IJ02.spr	MA_SH_020_IJ03.spr	MA_SH_020_IJ04.spr				MA_SH_020_DE01.spr	MA_SH_020_DE02.spr	MA_SH_020_DE03.spr	MA_SH_020_DE04.spr				MA_SH_020_AT01.spr	MA_SH_020_AT02.spr	MA_SH_020_AT03.spr	MA_SH_020_AT04.spr	MA_SH_020_AT05.spr	MA_SH_020_AT06.spr	MA_SH_020_AT07.spr							MA_SH_020_MG01.spr	MA_SH_020_MG02.spr	MA_SH_020_MG03.spr	MA_SH_020_MG04.spr	MA_SH_020_MG05.spr				MA_SH_020_ZZ01.spr	MA_SH_020_JP01.spr	MA_SH_002_RD01.spr	MA_SH_002_HW01.spr	MA_SH_002_HR01.spr	MA_SH_002_HA01.spr	MA_SH_002_HA02.spr	MA_SH_002_HM01.spr	MA_SH_002_HI01.spr	MA_SH_002_HD01.spr	MA_SH_002_RD01.spr	MA_SH_002_RD01.spr
躯体42	MA_SH_021_ST01.spr	MA_SH_021_ST01.spr	MA_SH_021_ST01.spr	MA_SH_021_ST02.spr	MA_SH_021_ST03.spr	MA_SH_021_ST04.spr	MA_SH_021_ST05.spr	MA_SH_021_ST06.spr					MA_SH_021_WK01.spr	MA_SH_021_WK01.spr	MA_SH_021_WK02.spr	MA_SH_021_WK03.spr	MA_SH_021_WK04.spr				MA_SH_021_RN01.spr	MA_SH_021_RN01.spr	MA_SH_021_RN02.spr	MA_SH_021_RN03.spr	MA_SH_021_RN04.spr				MA_SH_021_IJ01.spr	MA_SH_021_IJ02.spr	MA_SH_021_IJ03.spr	MA_SH_021_IJ04.spr				MA_SH_021_DE01.spr	MA_SH_021_DE02.spr	MA_SH_021_DE03.spr	MA_SH_021_DE04.spr				MA_SH_021_AT01.spr	MA_SH_021_AT02.spr	MA_SH_021_AT03.spr	MA_SH_021_AT04.spr	MA_SH_021_AT05.spr	MA_SH_021_AT06.spr	MA_SH_021_AT07.spr							MA_SH_021_MG01.spr	MA_SH_021_MG02.spr	MA_SH_021_MG03.spr	MA_SH_021_MG04.spr	MA_SH_021_MG05.spr				MA_SH_021_ZZ01.spr	MA_SH_021_JP01.spr	MA_SH_003_RD01.spr	MA_SH_003_HW01.spr	MA_SH_003_HR01.spr	MA_SH_003_HA01.spr	MA_SH_003_HA02.spr	MA_SH_003_HM01.spr	MA_SH_003_HI01.spr	MA_SH_003_HD01.spr	MA_SH_003_RD01.spr	MA_SH_003_RD01.spr
躯体43																													MA_SH_019_IJ01.spr	MA_SH_019_IJ02.spr	MA_SH_019_IJ03.spr	MA_SH_019_IJ04.spr				MA_SH_019_DE01.spr	MA_SH_019_DE02.spr	MA_SH_019_DE03.spr	MA_SH_019_DE04.spr				MA_SH_019_AT01.spr	MA_SH_019_AT02.spr	MA_SH_019_AT03.spr	MA_SH_019_AT04.spr	MA_SH_019_AT05.spr	MA_SH_019_AT06.spr	MA_SH_019_AT07.spr							MA_SH_019_MG01.spr	MA_SH_019_MG02.spr	MA_SH_019_MG03.spr	MA_SH_019_MG04.spr	MA_SH_019_MG05.spr					MA_SH_019_JP01.spr	MA_SH_019_RD01.spr	MA_SH_019_HW01.spr	MA_SH_019_HR01.spr	MA_SH_019_HA01.spr	MA_SH_019_HA02.spr	MA_SH_019_HM01.spr	MA_SH_019_HI01.spr	MA_SH_019_HD01.spr	MA_SH_019_RD01.spr	MA_SH_019_RD01.spr
躯体44																													MA_SH_019_IJ01.spr	MA_SH_019_IJ02.spr	MA_SH_019_IJ03.spr	MA_SH_019_IJ04.spr				MA_SH_019_DE01.spr	MA_SH_019_DE02.spr	MA_SH_019_DE03.spr	MA_SH_019_DE04.spr				MA_SH_019_AT01.spr	MA_SH_019_AT02.spr	MA_SH_019_AT03.spr	MA_SH_019_AT04.spr	MA_SH_019_AT05.spr	MA_SH_019_AT06.spr	MA_SH_019_AT07.spr							MA_SH_019_MG01.spr	MA_SH_019_MG02.spr	MA_SH_019_MG03.spr	MA_SH_019_MG04.spr	MA_SH_019_MG05.spr					MA_SH_019_JP01.spr	MA_SH_019_RD01.spr	MA_SH_019_HW01.spr	MA_SH_019_HR01.spr	MA_SH_019_HA01.spr	MA_SH_019_HA02.spr	MA_SH_019_HM01.spr	MA_SH_019_HI01.spr	MA_SH_019_HD01.spr	MA_SH_019_RD01.spr	MA_SH_019_RD01.spr
躯体45																													MA_SH_019_IJ01.spr	MA_SH_019_IJ02.spr	MA_SH_019_IJ03.spr	MA_SH_019_IJ04.spr				MA_SH_019_DE01.spr	MA_SH_019_DE02.spr	MA_SH_019_DE03.spr	MA_SH_019_DE04.spr				MA_SH_019_AT01.spr	MA_SH_019_AT02.spr	MA_SH_019_AT03.spr	MA_SH_019_AT04.spr	MA_SH_019_AT05.spr	MA_SH_019_AT06.spr	MA_SH_019_AT07.spr							MA_SH_019_MG01.spr	MA_SH_019_MG02.spr	MA_SH_019_MG03.spr	MA_SH_019_MG04.spr	MA_SH_019_MG05.spr					MA_SH_019_JP01.spr	MA_SH_019_RD01.spr	MA_SH_019_HW01.spr	MA_SH_019_HR01.spr	MA_SH_019_HA01.spr	MA_SH_019_HA02.spr	MA_SH_019_HM01.spr	MA_SH_019_HI01.spr	MA_SH_019_HD01.spr	MA_SH_019_RD01.spr	MA_SH_019_RD01.spr
躯体46																													MA_SH_019_IJ01.spr	MA_SH_019_IJ02.spr	MA_SH_019_IJ03.spr	MA_SH_019_IJ04.spr				MA_SH_019_DE01.spr	MA_SH_019_DE02.spr	MA_SH_019_DE03.spr	MA_SH_019_DE04.spr				MA_SH_019_AT01.spr	MA_SH_019_AT02.spr	MA_SH_019_AT03.spr	MA_SH_019_AT04.spr	MA_SH_019_AT05.spr	MA_SH_019_AT06.spr	MA_SH_019_AT07.spr							MA_SH_019_MG01.spr	MA_SH_019_MG02.spr	MA_SH_019_MG03.spr	MA_SH_019_MG04.spr	MA_SH_019_MG05.spr					MA_SH_019_JP01.spr	MA_SH_019_RD01.spr	MA_SH_019_HW01.spr	MA_SH_019_HR01.spr	MA_SH_019_HA01.spr	MA_SH_019_HA02.spr	MA_SH_019_HM01.spr	MA_SH_019_HI01.spr	MA_SH_019_HD01.spr	MA_SH_019_RD01.spr	MA_SH_019_RD01.spr
躯体47																																																																											
躯体48																																																																											
躯体49																																																																											
躯体50																																																																											
躯体51																																																																											
躯体52																																																																											
躯体53																																																																											
躯体54																																																																											
躯体55																																																																											
躯体56																																																																											
躯体57																																																																											
躯体58																																																																											
躯体59																																																																											
