EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	NormalWalk	FreeWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	NormalRun	FreeRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	MeleeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
双缠手-水	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双缠手-木	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双缠手-火	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍-金棍	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍-火棍	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪-金枪	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪-火枪	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-金	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-木	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-水	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手火刀-火	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-雷	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑-水	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑-雷	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手雷剑-雷	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤-金	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双刀-水	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-发光1	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑-发光1	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手火刀-发光1	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手雷剑-发光1	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍-发光1	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪-发光1	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤-发光1	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双刀-发光1	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双缠手-发光1	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双爪-发光1	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
空手-发光1	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-发光2	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑-发光2	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手火刀-发光2	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手雷剑-发光2	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍-发光2	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪-发光2	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤-发光2	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双刀-发光2	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双缠手-发光2	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双爪-发光2	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
空手-发光2	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之皈依缠手																																																																											
鸣凤之极乐僧棍																																																																											
鸣凤之虚空戒刀																																																																											
鸣凤之战神锤	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1		64,8,1					96,8,1	96,8,1			88,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之英雄枪	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1						96,8,1	96,8,1	96,8,1	96,8,1					96,8,1	96,8,1	96,8,1	96,8,1					64,8,1	64,8,1	48,8,1					104,8,1	120,8,1	80,8,1					96,8,1	104,8,1	104,8,1	104,8,1	96,8,1									96,8,1	96,8,1	80,8,1	96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之霸王宝刀	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1											96,8,1	96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之散花长剑	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1											96,8,1	96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之凌霄缠手	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之万花宝刀	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1											96,8,1	96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之芳华双刀	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			88,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之阎罗缠手	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之冥王宝刀	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1											96,8,1	96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之潋滟飞刀	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之天荒袖箭	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之天骄飞镖	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之铁血缠手	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之光复杖	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1						96,8,1	96,8,1	96,8,1	96,8,1					96,8,1	96,8,1	96,8,1	96,8,1					64,8,1	64,8,1	48,8,1					104,8,1	120,8,1	80,8,1					96,8,1	104,8,1	104,8,1	104,8,1	96,8,1									96,8,1	96,8,1	80,8,1	96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之煜日枪	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1						96,8,1	96,8,1	96,8,1	96,8,1					96,8,1	96,8,1	96,8,1	96,8,1					64,8,1	64,8,1	48,8,1					104,8,1	120,8,1	80,8,1					96,8,1	104,8,1	104,8,1	104,8,1	96,8,1									96,8,1	96,8,1	80,8,1	96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
鸣凤之炽地刀	80,8,1	80,8,1	80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1											96,8,1	96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
