nhanvat	part	bang	dong_tep	equipNo	k	action	o	path	uid	cham_toi	trang_thai
MainMan	RightWeapon	ManRightWeapon.txt	271	269	66	RideWalk	MA_RW_164_HW01.spr	\spr\npcres\man\MA_RW_164_HW01.spr	C6EA4C7C	1	JX1:updatejx15.pak
MainMan	RightWeapon	ManRightWeapon.txt	271	269	67	RideRun	MA_RW_164_HR01.spr	\spr\npcres\man\MA_RW_164_HR01.spr	273445A8	1	JX1:updatejx15.pak
MainMan	RightWeapon	ManRightWeapon.txt	271	269	68	RideCut	MA_RW_164_HA01.spr	\spr\npcres\man\MA_RW_164_HA01.spr	3D3973F9	1	JX1:updatejx15.pak
MainMan	RightWeapon	ManRightWeapon.txt	271	269	69	RidePuncture	MA_RW_164_HA02.spr	\spr\npcres\man\MA_RW_164_HA02.spr	3EB7667B	1	JX1:updatejx15.pak
MainMan	RightWeapon	ManRightWeapon.txt	271	269	70	RideMagic	MA_RW_164_HM01.spr	\spr\npcres\man\MA_RW_164_HM01.spr	07165A99	1	JX1:updatejx15.pak
MainMan	RightWeapon	ManRightWeapon.txt	271	269	71	RideWound	MA_RW_164_HI01.spr	\spr\npcres\man\MA_RW_164_HI01.spr	5A443974	1	JX1:updatejx15.pak
MainMan	RightWeapon	ManRightWeapon.txt	271	269	72	RideDie	MA_RW_164_HD01.spr	\spr\npcres\man\MA_RW_164_HD01.spr	BAA63EA0	1	JX1:updatejx15.pak
MainMan	RightWeapon	ManRightWeapon.txt	271	269	73	RideStand1	MA_RW_164_RD01.spr	\spr\npcres\man\MA_RW_164_RD01.spr	3D012E9E	0	JX1:updatejx15.pak
MainMan	RightWeapon	ManRightWeapon.txt	271	269	74	RideStand2	MA_RW_164_RD01.spr	\spr\npcres\man\MA_RW_164_RD01.spr	3D012E9E	1	JX1:updatejx15.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	0	SwordShieldWFreeStand	MA_RW_000_ST01.spr	\spr\npcres\man\MA_RW_000_ST01.spr	135D0689	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	1	ShieldSwordWFreeStand	MA_RW_000_ST01.spr	\spr\npcres\man\MA_RW_000_ST01.spr	135D0689	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	2	FreeStand1	MA_RW_000_ST01.spr	\spr\npcres\man\MA_RW_000_ST01.spr	135D0689	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	3	FreeStand2	MA_RW_000_ST02.spr	\spr\npcres\man\MA_RW_000_ST02.spr	ECEB0D0B	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	4	FreeStand3	MA_RW_000_ST03.spr	\spr\npcres\man\MA_RW_000_ST03.spr	EE61338D	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	5	MeleeWStand	MA_RW_000_ST04.spr	\spr\npcres\man\MA_RW_000_ST04.spr	EBFF260F	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	6	RangeWStand	MA_RW_000_ST05.spr	\spr\npcres\man\MA_RW_000_ST05.spr	E5752C81	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	7	DoubleWStand	MA_RW_000_ST06.spr	\spr\npcres\man\MA_RW_000_ST06.spr	E683D303	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	8	SwordShieldWStand	MA_RW_000_ST07.spr	\spr\npcres\man\MA_RW_000_ST07.spr	E019D985	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	9	ShieldSwordWStand	MA_RW_000_ST07.spr	\spr\npcres\man\MA_RW_000_ST07.spr	E019D985	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	10	GuqinWStand1	MA_RW_180_ST08.spr	\spr\npcres\man\MA_RW_180_ST08.spr	FE4D5188	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	11	GuqinWStand2	MA_RW_180_ST09.spr	\spr\npcres\man\MA_RW_180_ST09.spr	FBDB440A	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	12	FreeWalk	MA_RW_000_WK01.spr	\spr\npcres\man\MA_RW_000_WK01.spr	6FD3F30B	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	13	NormalWalk	MA_RW_000_WK01.spr	\spr\npcres\man\MA_RW_000_WK01.spr	6FD3F30B	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	14	MeleeWWalk	MA_RW_000_WK02.spr	\spr\npcres\man\MA_RW_000_WK02.spr	6969F98D	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	15	RangeWWalk	MA_RW_000_WK03.spr	\spr\npcres\man\MA_RW_000_WK03.spr	6AE7EC0F	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	16	DoubleWWalk	MA_RW_000_WK04.spr	\spr\npcres\man\MA_RW_000_WK04.spr	647D9281	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	17	SwordShieldWWalk	MA_RW_000_WK05.spr	\spr\npcres\man\MA_RW_000_WK05.spr	618B9903	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	18	ShieldSwordWWalk	MA_RW_000_WK05.spr	\spr\npcres\man\MA_RW_000_WK05.spr	618B9903	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	19	GuqinWWalk	MA_RW_180_WK06.spr	\spr\npcres\man\MA_RW_180_WK06.spr	FC3F3687	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	20	FreeRun	MA_RW_000_RN01.spr	\spr\npcres\man\MA_RW_000_RN01.spr	A62F36BB	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	21	NormalRun	MA_RW_000_RN01.spr	\spr\npcres\man\MA_RW_000_RN01.spr	A62F36BB	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	22	MeleeWRun	MA_RW_000_RN02.spr	\spr\npcres\man\MA_RW_000_RN02.spr	A3A53D3D	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	23	RangeWRun	MA_RW_000_RN03.spr	\spr\npcres\man\MA_RW_000_RN03.spr	BD3323BF	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	24	DoubleWRun	MA_RW_000_RN04.spr	\spr\npcres\man\MA_RW_000_RN04.spr	BE49D631	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	25	SwordShieldWRun	MA_RW_000_RN05.spr	\spr\npcres\man\MA_RW_000_RN05.spr	BBC7DCB3	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	26	ShieldSwordWRun	MA_RW_000_RN06.spr	\spr\npcres\man\MA_RW_000_RN06.spr	B55DC335	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	27	GuqinWRun	MA_RW_180_RN07.spr	\spr\npcres\man\MA_RW_180_RN07.spr	33815B83	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	28	FreeWound	MA_RW_000_IJ01.spr	\spr\npcres\man\MA_RW_000_IJ01.spr	293E712D	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	29	MeleeWWound	MA_RW_000_IJ02.spr	\spr\npcres\man\MA_RW_000_IJ02.spr	2AB467AF	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	30	RangeWWound	MA_RW_000_IJ03.spr	\spr\npcres\man\MA_RW_000_IJ03.spr	27C26A21	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	31	DoubleWWound	MA_RW_000_IJ04.spr	\spr\npcres\man\MA_RW_000_IJ04.spr	215810A3	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	32	SwordShieldWWound	MA_RW_000_IJ05.spr	\spr\npcres\man\MA_RW_000_IJ05.spr	22D60725	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	33	ShieldSwordWWound	MA_RW_000_IJ05.spr	\spr\npcres\man\MA_RW_000_IJ05.spr	22D60725	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	34	GuqinWWound	MA_RW_180_IJ06.spr	\spr\npcres\man\MA_RW_180_IJ06.spr	B919B499	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	35	FreeDie	MA_RW_000_DE01.spr	\spr\npcres\man\MA_RW_000_DE01.spr	45EEF038	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	36	MeleeWDie	MA_RW_000_DE02.spr	\spr\npcres\man\MA_RW_000_DE02.spr	4764E6BA	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	37	RangeWDie	MA_RW_000_DE03.spr	\spr\npcres\man\MA_RW_000_DE03.spr	40F2ED3C	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	38	DoubleWDie	MA_RW_000_DE04.spr	\spr\npcres\man\MA_RW_000_DE04.spr	420893BE	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	39	SwordShieldWDie	MA_RW_000_DE05.spr	\spr\npcres\man\MA_RW_000_DE05.spr	5F868630	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	40	ShieldSwordWDie	MA_RW_000_DE05.spr	\spr\npcres\man\MA_RW_000_DE05.spr	5F868630	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	41	GuqinWDie	MA_RW_180_DE06.spr	\spr\npcres\man\MA_RW_180_DE06.spr	D5CA1E8E	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	42	FreeAttack	MA_RW_000_AT01.spr	\spr\npcres\man\MA_RW_000_AT01.spr	3A9E6528	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	43	MeleeWPuncture	MA_RW_000_AT02.spr	\spr\npcres\man\MA_RW_000_AT02.spr	34146BAA	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	44	MeleeWCut	MA_RW_000_AT03.spr	\spr\npcres\man\MA_RW_000_AT03.spr	31A21E2C	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	45	RangeWPuncture	MA_RW_000_AT04.spr	\spr\npcres\man\MA_RW_000_AT04.spr	333804AE	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	46	RangeWCut	MA_RW_000_AT05.spr	\spr\npcres\man\MA_RW_000_AT05.spr	0CB60B20	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	47	DoubleWPull	MA_RW_000_AT06.spr	\spr\npcres\man\MA_RW_000_AT06.spr	09CC31A2	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	48	DoubleWPound	MA_RW_000_AT07.spr	\spr\npcres\man\MA_RW_000_AT07.spr	0B5A2424	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	49	SwordShieldWChop	MA_RW_000_AT08.spr	\spr\npcres\man\MA_RW_000_AT08.spr	04D02AA6	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	50	SwordShieldWCut	MA_RW_000_AT09.spr	\spr\npcres\man\MA_RW_000_AT09.spr	066ED118	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	51	ShieldSwordWChop	MA_RW_000_AT08.spr	\spr\npcres\man\MA_RW_000_AT08.spr	04D02AA6	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	52	ShieldSwordWCut	MA_RW_000_AT09.spr	\spr\npcres\man\MA_RW_000_AT09.spr	066ED118	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	53	GuqinWPuncture	MA_RW_180_AT10.spr	\spr\npcres\man\MA_RW_180_AT10.spr	43F6F71A	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	54	GuqinWCut	MA_RW_180_AT11.spr	\spr\npcres\man\MA_RW_180_AT11.spr	5D0CFD9C	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	55	DartThrow	MA_RW_000_MG01.spr	\spr\npcres\man\MA_RW_000_MG01.spr	38A75538	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	56	FreeMagic	MA_RW_000_MG02.spr	\spr\npcres\man\MA_RW_000_MG02.spr	3A3D5BBA	0	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	57	MeleeWMagic	MA_RW_000_MG03.spr	\spr\npcres\man\MA_RW_000_MG03.spr	374B4E3C	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	58	RangeWMagic	MA_RW_000_MG04.spr	\spr\npcres\man\MA_RW_000_MG04.spr	30C174BE	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	59	DoubleWMagic	MA_RW_000_MG05.spr	\spr\npcres\man\MA_RW_000_MG05.spr	325F7B30	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	60	SwordShieldWMagic	MA_RW_000_MG06.spr	\spr\npcres\man\MA_RW_000_MG06.spr	0FD561B2	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	61	ShieldSwordWMagic	MA_RW_000_MG06.spr	\spr\npcres\man\MA_RW_000_MG06.spr	0FD561B2	0	THIEU CA HAI
MainMan	RightWeapon	ManRightWeapon.txt	278	276	62	GuqinWMagic	MA_RW_180_MG07.spr	\spr\npcres\man\MA_RW_180_MG07.spr	0A18E74B	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	63	SitDown	MA_RW_000_ZZ01.spr	\spr\npcres\man\MA_RW_000_ZZ01.spr	FE781C7E	1	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	64	JumpFly	MA_RW_000_JP01.spr	\spr\npcres\man\MA_RW_000_JP01.spr	9A6C41FB	1	JX1:spr.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	65	RideStand	MA_RW_180_RD01.spr	\spr\npcres\man\MA_RW_180_RD01.spr	6300953A	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	66	RideWalk	MA_RW_180_HW01.spr	\spr\npcres\man\MA_RW_180_HW01.spr	84E926B3	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	67	RideRun	MA_RW_180_HR01.spr	\spr\npcres\man\MA_RW_180_HR01.spr	64CB3FA4	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	68	RideCut	MA_RW_180_HA01.spr	\spr\npcres\man\MA_RW_180_HA01.spr	E338D180	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	69	RidePuncture	MA_RW_180_HA02.spr	\spr\npcres\man\MA_RW_180_HA02.spr	FCB6C402	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	70	RideMagic	MA_RW_180_HM01.spr	\spr\npcres\man\MA_RW_180_HM01.spr	C51535D0	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	71	RideWound	MA_RW_180_HI01.spr	\spr\npcres\man\MA_RW_180_HI01.spr	185B93AB	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	72	RideDie	MA_RW_180_HD01.spr	\spr\npcres\man\MA_RW_180_HD01.spr	78A5E9E7	1	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	73	RideStand1	MA_RW_180_RD01.spr	\spr\npcres\man\MA_RW_180_RD01.spr	6300953A	0	JX1:updatejx16.pak
MainMan	RightWeapon	ManRightWeapon.txt	278	276	74	RideStand2	MA_RW_180_RD01.spr	\spr\npcres\man\MA_RW_180_RD01.spr	6300953A	1	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	0	SwordShieldWFreeStand	MA_LW_164_ST01.spr	\spr\npcres\man\MA_LW_164_ST01.spr	3EFF05B1	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	1	ShieldSwordWFreeStand	MA_LW_164_ST01.spr	\spr\npcres\man\MA_LW_164_ST01.spr	3EFF05B1	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	2	FreeStand1	MA_LW_164_ST01.spr	\spr\npcres\man\MA_LW_164_ST01.spr	3EFF05B1	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	3	FreeStand2	MA_LW_164_ST02.spr	\spr\npcres\man\MA_LW_164_ST02.spr	38750833	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	4	FreeStand3	MA_LW_000_ST03.spr	\spr\npcres\man\MA_LW_000_ST03.spr	4E3005A4	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	5	MeleeWStand	MA_LW_000_ST04.spr	\spr\npcres\man\MA_LW_000_ST04.spr	4B4E0826	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	6	RangeWStand	MA_LW_000_ST05.spr	\spr\npcres\man\MA_LW_000_ST05.spr	44C43E98	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	7	DoubleWStand	MA_LW_000_ST06.spr	\spr\npcres\man\MA_LW_000_ST06.spr	4652251A	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	8	SwordShieldWStand	MA_LW_164_ST07.spr	\spr\npcres\man\MA_LW_164_ST07.spr	0FBBC4AD	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	9	ShieldSwordWStand	MA_LW_164_ST07.spr	\spr\npcres\man\MA_LW_164_ST07.spr	0FBBC4AD	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	10	GuqinWStand1	MA_LW_000_ST08.spr	\spr\npcres\man\MA_LW_000_ST08.spr	5D66DE1E	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	11	GuqinWStand2	MA_LW_000_ST09.spr	\spr\npcres\man\MA_LW_000_ST09.spr	5EFCC490	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	12	FreeWalk	MA_LW_000_WK01.spr	\spr\npcres\man\MA_LW_000_WK01.spr	4FA19B1D	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	13	NormalWalk	MA_LW_000_WK01.spr	\spr\npcres\man\MA_LW_000_WK01.spr	4FA19B1D	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	14	MeleeWWalk	MA_LW_000_WK02.spr	\spr\npcres\man\MA_LW_000_WK02.spr	493F819F	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	15	RangeWWalk	MA_LW_000_WK03.spr	\spr\npcres\man\MA_LW_000_WK03.spr	4AB5B411	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	16	DoubleWWalk	MA_LW_000_WK04.spr	\spr\npcres\man\MA_LW_000_WK04.spr	47C3BA93	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	17	SwordShieldWWalk	MA_LW_164_WK05.spr	\spr\npcres\man\MA_LW_164_WK05.spr	8D158901	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	18	ShieldSwordWWalk	MA_LW_164_WK05.spr	\spr\npcres\man\MA_LW_164_WK05.spr	8D158901	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	19	GuqinWWalk	MA_LW_000_WK06.spr	\spr\npcres\man\MA_LW_000_WK06.spr	42D05797	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	20	FreeRun	MA_LW_000_RN01.spr	\spr\npcres\man\MA_LW_000_RN01.spr	81FE191D	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	21	NormalRun	MA_LW_000_RN01.spr	\spr\npcres\man\MA_LW_000_RN01.spr	81FE191D	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	22	MeleeWRun	MA_LW_000_RN02.spr	\spr\npcres\man\MA_LW_000_RN02.spr	83740F9F	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	23	RangeWRun	MA_LW_000_RN03.spr	\spr\npcres\man\MA_LW_000_RN03.spr	9C823211	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	24	DoubleWRun	MA_LW_000_RN04.spr	\spr\npcres\man\MA_LW_000_RN04.spr	9E183893	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	25	SwordShieldWRun	MA_LW_164_RN05.spr	\spr\npcres\man\MA_LW_164_RN05.spr	C761DBDB	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	26	ShieldSwordWRun	MA_LW_164_RN06.spr	\spr\npcres\man\MA_LW_164_RN06.spr	C0FFCE5D	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	27	GuqinWRun	MA_LW_000_RN07.spr	\spr\npcres\man\MA_LW_000_RN07.spr	96BAD809	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	28	FreeWound	MA_LW_000_IJ01.spr	\spr\npcres\man\MA_LW_000_IJ01.spr	088D78B5	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	29	MeleeWWound	MA_LW_000_IJ02.spr	\spr\npcres\man\MA_LW_000_IJ02.spr	0A1B6F37	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	30	RangeWWound	MA_LW_000_IJ03.spr	\spr\npcres\man\MA_LW_000_IJ03.spr	079115A9	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	31	DoubleWWound	MA_LW_000_IJ04.spr	\spr\npcres\man\MA_LW_000_IJ04.spr	012F182B	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	32	SwordShieldWWound	MA_LW_164_IJ05.spr	\spr\npcres\man\MA_LW_164_IJ05.spr	4E703723	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	33	ShieldSwordWWound	MA_LW_164_IJ05.spr	\spr\npcres\man\MA_LW_164_IJ05.spr	4E703723	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	34	GuqinWWound	MA_LW_000_IJ06.spr	\spr\npcres\man\MA_LW_000_IJ06.spr	1C33352F	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	35	FreeDie	MA_LW_000_DE01.spr	\spr\npcres\man\MA_LW_000_DE01.spr	25BDC514	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	36	MeleeWDie	MA_LW_000_DE02.spr	\spr\npcres\man\MA_LW_000_DE02.spr	26CBCB96	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	37	RangeWDie	MA_LW_000_DE03.spr	\spr\npcres\man\MA_LW_000_DE03.spr	2041FE08	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	38	DoubleWDie	MA_LW_000_DE04.spr	\spr\npcres\man\MA_LW_000_DE04.spr	3DDFE48A	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	39	SwordShieldWDie	MA_LW_164_DE05.spr	\spr\npcres\man\MA_LW_164_DE05.spr	EB20841D	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	40	ShieldSwordWDie	MA_LW_164_DE05.spr	\spr\npcres\man\MA_LW_164_DE05.spr	EB20841D	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	41	GuqinWDie	MA_LW_000_DE06.spr	\spr\npcres\man\MA_LW_000_DE06.spr	38E3918E	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	42	FreeAttack	MA_LW_000_AT01.spr	\spr\npcres\man\MA_LW_000_AT01.spr	9A6D774F	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	43	MeleeWPuncture	MA_LW_000_AT02.spr	\spr\npcres\man\MA_LW_000_AT02.spr	97FB7DC1	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	44	MeleeWCut	MA_LW_000_AT03.spr	\spr\npcres\man\MA_LW_000_AT03.spr	91716043	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	45	RangeWPuncture	MA_LW_000_AT04.spr	\spr\npcres\man\MA_LW_000_AT04.spr	928F16C5	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	46	RangeWCut	MA_LW_000_AT05.spr	\spr\npcres\man\MA_LW_000_AT05.spr	6C051D47	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	47	DoubleWPull	MA_LW_000_AT06.spr	\spr\npcres\man\MA_LW_000_AT06.spr	699303B9	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	48	DoubleWPound	MA_LW_000_AT07.spr	\spr\npcres\man\MA_LW_000_AT07.spr	6B29363B	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	49	SwordShieldWChop	MA_LW_164_AT08.spr	\spr\npcres\man\MA_LW_164_AT08.spr	5072DAA4	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	50	SwordShieldWCut	MA_LW_164_AT09.spr	\spr\npcres\man\MA_LW_164_AT09.spr	2D88C126	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	51	ShieldSwordWChop	MA_LW_164_AT08.spr	\spr\npcres\man\MA_LW_164_AT08.spr	5072DAA4	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	52	ShieldSwordWCut	MA_LW_164_AT09.spr	\spr\npcres\man\MA_LW_164_AT09.spr	2D88C126	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	53	GuqinWPuncture	MA_LW_000_AT10.spr	\spr\npcres\man\MA_LW_000_AT10.spr	A6A842CA	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	54	GuqinWCut	MA_LW_000_AT11.spr	\spr\npcres\man\MA_LW_000_AT11.spr	A026494C	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	55	DartThrow	MA_LW_000_MG01.spr	\spr\npcres\man\MA_LW_000_MG01.spr	9875A75F	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	56	FreeMagic	MA_LW_000_MG02.spr	\spr\npcres\man\MA_LW_000_MG02.spr	9583ADD1	0	JX1:spr.pak
