kieu	ids	kind	CharacterType	ResFilePath	normal_res	spr_info	nguon_hang	actions	path	uid	trang_thai	sua	ghi_chu
boss068	2229	co	NormalNpc	spr\npcres\boss\boss068	co	co	JX1	Die	\spr\npcres\boss\boss068\boss068_die.spr	2624DBC0	THIEU CA HAI		
boss068	2229	co	NormalNpc	spr\npcres\boss\boss068	co	co	JX1	Attack1,Magic	\spr\npcres\boss\boss068\boss068_at01.spr	DA9C273C	THIEU CA HAI		
boss068	2229	co	NormalNpc	spr\npcres\boss\boss068	co	co	JX1	Attack2	\spr\npcres\boss\boss068\boss068_at02.spr	D7B285F7	THIEU CA HAI		
passerby179	2230,2231,2635,2636	co	NormalNpc	spr\npcres\passerby\passerby179	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\passerby\passerby179\passerby179_st.spr	23E698FD	JX1:spr.pak		
passerby179	2230,2231,2635,2636	co	NormalNpc	spr\npcres\passerby\passerby179	co	co	JX1	NormalStand2	\spr\npcres\passerby\passerby179\passerby179_pst.spr	FD6FFC90	JX1:spr.pak		
passerby354b	2232	co	NormalNpc	spr\npcres\passerby\passerby354	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby354\jin02.spr	246103C6	JX1:updatejx10.pak		
enemy244	2233	co	NormalNpc	spr\npcres\enemy\enemy244	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\enemy\enemy244\enemy244_st01.spr	B93448AE	JX1:updatejx14.pak		
enemy244	2233	co	NormalNpc	spr\npcres\enemy\enemy244	co	co	JX1	FightWalk,NormalWalk	\spr\npcres\enemy\enemy244\enemy244.spr	62AFB753	JX1:updatejx14.pak		
enemy244	2233	co	NormalNpc	spr\npcres\enemy\enemy244	co	co	JX1	Die	\spr\npcres\enemy\enemy244\enemy244_die.spr	C9EE27D2	JX1:updatejx14.pak		
boss142	2234	THIEU			co	co	JX1				(khong co o)		kind THIEU (VLTK co, nhung tep VLTK cung khong pak nao co)
passerby382	2237,2566	THIEU			THIEU	THIEU	JX1				(khong co o)		kind THIEU (VLTK co, nhung tep VLTK cung khong pak nao co)
enemy172	2238	co	NormalNpc	spr\npcres\enemy\enemy172	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\enemy\enemy172\enemy172_st.spr	5AB2E458	JX1:spr.pak		
enemy172	2238	co	NormalNpc	spr\npcres\enemy\enemy172	co	co	JX1	NormalStand2	\spr\npcres\enemy\enemy172\enemy172_pst.spr	0C5CA4C5	JX1:spr.pak		
enemy172	2238	co	NormalNpc	spr\npcres\enemy\enemy172	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\enemy\enemy172\enemy172_wlk.spr	6CF1EC8C	JX1:spr.pak		
enemy172	2238	co	NormalNpc	spr\npcres\enemy\enemy172	co	co	JX1	Wound	\spr\npcres\enemy\enemy172\enemy172_bat.spr	51AB3CDA	JX1:spr.pak		
enemy172	2238	co	NormalNpc	spr\npcres\enemy\enemy172	co	co	JX1	Die	\spr\npcres\enemy\enemy172\enemy172_die.spr	0AAD9839	JX1:spr.pak		
enemy172	2238	co	NormalNpc	spr\npcres\enemy\enemy172	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\enemy\enemy172\enemy172_at.spr	186C7973	JX1:spr.pak		
ani065	2240	co	NormalNpc	spr\npcres\animal\ani065	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\animal\ani065\ani065_st.spr	61601A69	JX1:spr.pak		
ani065	2240	co	NormalNpc	spr\npcres\animal\ani065	co	co	JX1	NormalStand2	\spr\npcres\animal\ani065\ani065_pst.spr	93F5D064	JX1:spr.pak		
ani065	2240	co	NormalNpc	spr\npcres\animal\ani065	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\animal\ani065\ani065_wlk.spr	ED9EDB7A	JX1:spr.pak		
ani065	2240	co	NormalNpc	spr\npcres\animal\ani065	co	co	JX1	Wound	\spr\npcres\animal\ani065\ani065_bat.spr	E35F1CBF	JX1:spr.pak		
ani065	2240	co	NormalNpc	spr\npcres\animal\ani065	co	co	JX1	Die	\spr\npcres\animal\ani065\ani065_die.spr	A0FAB80A	JX1:spr.pak		
ani065	2240	co	NormalNpc	spr\npcres\animal\ani065	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\animal\ani065\ani065_at.spr	10E2DE55	JX1:spr.pak		
ani060	2241	co	NormalNpc	spr\npcres\animal\ani060	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\animal\ani060\ani060_st.spr	4019247C	JX1:spr.pak		
ani060	2241	co	NormalNpc	spr\npcres\animal\ani060	co	co	JX1	NormalStand2	\spr\npcres\animal\ani060\ani060_pst.spr	A7625681	JX1:spr.pak		
ani060	2241	co	NormalNpc	spr\npcres\animal\ani060	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\animal\ani060\ani060_wlk.spr	210B51A7	JX1:spr.pak		
ani060	2241	co	NormalNpc	spr\npcres\animal\ani060	co	co	JX1	Wound	\spr\npcres\animal\ani060\ani060_bat.spr	36CBEF8C	JX1:spr.pak		
ani060	2241	co	NormalNpc	spr\npcres\animal\ani060	co	co	JX1	Die	\spr\npcres\animal\ani060\ani060_die.spr	F4570A51	JX1:spr.pak		
ani060	2241	co	NormalNpc	spr\npcres\animal\ani060	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\animal\ani060\ani060_at.spr	739BF8A3	JX1:spr.pak		
boss085	2242	co	NormalNpc	spr\npcres\boss\boss085_shewang	co	co	JX1	FightStand	\spr\npcres\boss\boss085_shewang\shewang_st01.spr	EF8582DE	JX1:updatejx07_jxf06.pak		
boss085	2242	co	NormalNpc	spr\npcres\boss\boss085_shewang	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss085_shewang\shewang_st02.spr	EBD6B211	JX1:updatejx07_jxf06.pak		
boss085	2242	co	NormalNpc	spr\npcres\boss\boss085_shewang	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss085_shewang\shewang_wlk.spr	8D594AD2	JX1:updatejx07_jxf06.pak		
boss085	2242	co	NormalNpc	spr\npcres\boss\boss085_shewang	co	co	JX1	Wound	\spr\npcres\boss\boss085_shewang\shewang_bat.spr	8B446674	JX1:updatejx07_jxf06.pak		
boss085	2242	co	NormalNpc	spr\npcres\boss\boss085_shewang	co	co	JX1	Die	\spr\npcres\boss\boss085_shewang\shewang_die.spr	AB8F7C5C	JX1:updatejx07_jxf06.pak		
boss085	2242	co	NormalNpc	spr\npcres\boss\boss085_shewang	co	co	JX1	Attack1	\spr\npcres\boss\boss085_shewang\shewang_at01.spr	8C64D18B	JX1:updatejx07_jxf06.pak		
boss085	2242	co	NormalNpc	spr\npcres\boss\boss085_shewang	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss085_shewang\shewang_at02.spr	88B5C1CE	JX1:updatejx07_jxf06.pak		
ani067	2243	co	NormalNpc	spr\npcres\animal\ani067	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\animal\ani067\ani067_st.spr	64BDC2C8	JX1:spr.pak		
ani067	2243	co	NormalNpc	spr\npcres\animal\ani067	co	co	JX1	NormalStand2	\spr\npcres\animal\ani067\ani067_pst.spr	5903E5F5	JX1:spr.pak		
ani067	2243	co	NormalNpc	spr\npcres\animal\ani067	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\animal\ani067\ani067_wlk.spr	DB14F8BB	JX1:spr.pak		
ani067	2243	co	NormalNpc	spr\npcres\animal\ani067	co	co	JX1	Wound	\spr\npcres\animal\ani067\ani067_bat.spr	A8D52E40	JX1:spr.pak		
ani067	2243	co	NormalNpc	spr\npcres\animal\ani067	co	co	JX1	Die	\spr\npcres\animal\ani067\ani067_die.spr	6E714D9B	JX1:spr.pak		
ani067	2243	co	NormalNpc	spr\npcres\animal\ani067	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\animal\ani067\ani067_at.spr	143F86B4	JX1:spr.pak		
boss143	2244	co	NormalNpc	spr\npcres\boss\boss143	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss143\boss143_st01.spr	ACD8FFB8	JX1:updatejx14.pak		
boss143	2244	co	NormalNpc	spr\npcres\boss\boss143	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss143\boss143_st02.spr	A9FF5A73	JX1:updatejx14.pak		
boss143	2244	co	NormalNpc	spr\npcres\boss\boss143	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss143\boss143_wlk.spr	EBEC9418	JX1:updatejx14.pak		
boss143	2244	co	NormalNpc	spr\npcres\boss\boss143	co	co	JX1	Wound	\spr\npcres\boss\boss143\boss143_bat.spr	F9ADDB33	JX1:updatejx14.pak		
boss143	2244	co	NormalNpc	spr\npcres\boss\boss143	co	co	JX1	Die	\spr\npcres\boss\boss143\boss143_die.spr	BEC979F8	JX1:updatejx14.pak		
boss143	2244	co	NormalNpc	spr\npcres\boss\boss143	co	co	JX1	Attack1	\spr\npcres\boss\boss143\boss143_at01.spr	52C5F0E9	JX1:updatejx14.pak		
boss143	2244	co	NormalNpc	spr\npcres\boss\boss143	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss143\boss143_at02.spr	2FE45EA4	JX1:updatejx14.pak		
boss148	2245	co	NormalNpc	spr\npcres\boss\boss148	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss148\boss148_st01.spr	C7870ADB	JX1:updatejx14.pak		
boss148	2245	co	NormalNpc	spr\npcres\boss\boss148	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss148\boss148_st02.spr	C0A5E896	JX1:updatejx14.pak		
boss148	2245	co	NormalNpc	spr\npcres\boss\boss148	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss148\boss148_wlk.spr	AE71DCD5	JX1:updatejx14.pak		
boss148	2245	co	NormalNpc	spr\npcres\boss\boss148	co	co	JX1	Wound	\spr\npcres\boss\boss148\boss148_bat.spr	BC326ABA	JX1:updatejx14.pak		
boss148	2245	co	NormalNpc	spr\npcres\boss\boss148	co	co	JX1	Die	\spr\npcres\boss\boss148\boss148_die.spr	7D5D888F	JX1:updatejx14.pak		
boss148	2245	co	NormalNpc	spr\npcres\boss\boss148	co	co	JX1	Attack1	\spr\npcres\boss\boss148\boss148_at01.spr	C58DA897	JX1:updatejx14.pak		
boss148	2245	co	NormalNpc	spr\npcres\boss\boss148	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss148\boss148_at02.spr	C6AC3742	JX1:updatejx14.pak		
boss149	2246	co	NormalNpc	spr\npcres\boss\boss149	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss149\boss149_st01.spr	B92237E8	JX1:updatejx14.pak		
boss149	2246	co	NormalNpc	spr\npcres\boss\boss149	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss149\boss149_st02.spr	B5C095A3	JX1:updatejx14.pak		
boss149	2246	co	NormalNpc	spr\npcres\boss\boss149	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss149\boss149_wlk.spr	A50BE1E3	JX1:updatejx14.pak		
boss149	2246	co	NormalNpc	spr\npcres\boss\boss149	co	co	JX1	Wound	\spr\npcres\boss\boss149\boss149_bat.spr	BB342318	JX1:updatejx14.pak		
boss149	2246	co	NormalNpc	spr\npcres\boss\boss149	co	co	JX1	Die	\spr\npcres\boss\boss149\boss149_die.spr	785041ED	JX1:updatejx14.pak		
boss149	2246	co	NormalNpc	spr\npcres\boss\boss149	co	co	JX1	Attack1	\spr\npcres\boss\boss149\boss149_at01.spr	3F281FEF	JX1:updatejx14.pak		
boss149	2246	co	NormalNpc	spr\npcres\boss\boss149	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss149\boss149_at02.spr	3BCEFD9A	JX1:updatejx14.pak		
boss150	2247	co	NormalNpc	spr\npcres\boss\boss150	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss150\boss150_st01.spr	06FC0885	JX1:updatejx14.pak		
boss150	2247	co	NormalNpc	spr\npcres\boss\boss150	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss150\boss150_st02.spr	03929730	JX1:updatejx14.pak		
boss150	2247	co	NormalNpc	spr\npcres\boss\boss150	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss150\boss150_wlk.spr	00DDA58B	JX1:updatejx14.pak		
boss150	2247	co	NormalNpc	spr\npcres\boss\boss150	co	co	JX1	Wound	\spr\npcres\boss\boss150\boss150_bat.spr	169EEB10	JX1:updatejx14.pak		
boss150	2247	co	NormalNpc	spr\npcres\boss\boss150	co	co	JX1	Die	\spr\npcres\boss\boss150\boss150_die.spr	D43A376B	JX1:updatejx14.pak		
boss150	2247	co	NormalNpc	spr\npcres\boss\boss150	co	co	JX1	Attack1	\spr\npcres\boss\boss150\boss150_at01.spr	84F922DC	JX1:updatejx14.pak		
boss150	2247	co	NormalNpc	spr\npcres\boss\boss150	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss150\boss150_at02.spr	819F8097	JX1:updatejx14.pak		
boss151	2248	co	NormalNpc	spr\npcres\boss\boss151	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss151\boss151_st01.spr	0FE1B0F8	JX1:updatejx14.pak		
boss151	2248	co	NormalNpc	spr\npcres\boss\boss151	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss151\boss151_st02.spr	08801EB3	JX1:updatejx14.pak		
boss151	2248	co	NormalNpc	spr\npcres\boss\boss151	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss151\boss151_wlk.spr	9166C423	JX1:updatejx14.pak		
boss151	2248	co	NormalNpc	spr\npcres\boss\boss151	co	co	JX1	Wound	\spr\npcres\boss\boss151\boss151_bat.spr	E7270AF3	JX1:updatejx14.pak		
boss151	2248	co	NormalNpc	spr\npcres\boss\boss151	co	co	JX1	Die	\spr\npcres\boss\boss151\boss151_die.spr	2442A903	JX1:updatejx14.pak		
boss151	2248	co	NormalNpc	spr\npcres\boss\boss151	co	co	JX1	Attack1	\spr\npcres\boss\boss151\boss151_at01.spr	8DEEB979	JX1:updatejx14.pak		
boss151	2248	co	NormalNpc	spr\npcres\boss\boss151	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss151\boss151_at02.spr	8E8D0734	JX1:updatejx14.pak		
boss144	2249	co	NormalNpc	spr\npcres\boss\boss144	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss144\boss144_st01.spr	D1449DD6	JX1:updatejx14.pak		
boss144	2249	co	NormalNpc	spr\npcres\boss\boss144	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss144\boss144_st02.spr	D27B7B81	JX1:updatejx14.pak		
boss144	2249	co	NormalNpc	spr\npcres\boss\boss144	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss144\boss144_wlk.spr	F8B1E460	JX1:updatejx14.pak		
boss144	2249	co	NormalNpc	spr\npcres\boss\boss144	co	co	JX1	Wound	\spr\npcres\boss\boss144\boss144_bat.spr	4E72395A	JX1:updatejx14.pak		
boss144	2249	co	NormalNpc	spr\npcres\boss\boss144	co	co	JX1	Die	\spr\npcres\boss\boss144\boss144_die.spr	8F9E446A	JX1:updatejx14.pak		
boss144	2249	co	NormalNpc	spr\npcres\boss\boss144	co	co	JX1	Attack1	\spr\npcres\boss\boss144\boss144_at01.spr	5742CCA7	JX1:updatejx14.pak		
boss144	2249	co	NormalNpc	spr\npcres\boss\boss144	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss144\boss144_at02.spr	5060AB52	JX1:updatejx14.pak		
enemy179	2250,2318,2382	co	NormalNpc	spr\npcres\enemy\enemy179	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Attack1,Attack2,Magic,SitDown,JunpFly	\spr\npcres\enemy\enemy179\enemy179_st.spr	874E5077	JX1:spr.pak		
enemy179	2250,2318,2382	co	NormalNpc	spr\npcres\enemy\enemy179	co	co	JX1	Wound,Die	\spr\npcres\enemy\enemy179\enemy179_bat.spr	35429CE5	JX1:spr.pak		
boss145	2251	co	NormalNpc	spr\npcres\boss\boss145	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss145\boss145_st01.spr	D4DECB9E	JX1:updatejx14.pak		
boss145	2251	co	NormalNpc	spr\npcres\boss\boss145	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss145\boss145_st02.spr	D1FD5649	JX1:updatejx14.pak		
boss145	2251	co	NormalNpc	spr\npcres\boss\boss145	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss145\boss145_wlk.spr	49761CDD	JX1:updatejx14.pak		
boss145	2251	co	NormalNpc	spr\npcres\boss\boss145	co	co	JX1	Wound	\spr\npcres\boss\boss145\boss145_bat.spr	5F3743E8	JX1:updatejx14.pak		
boss145	2251	co	NormalNpc	spr\npcres\boss\boss145	co	co	JX1	Die	\spr\npcres\boss\boss145\boss145_die.spr	1C52E1BD	JX1:updatejx14.pak		
boss145	2251	co	NormalNpc	spr\npcres\boss\boss145	co	co	JX1	Attack1	\spr\npcres\boss\boss145\boss145_at01.spr	5ADBF01F	JX1:updatejx14.pak		
boss145	2251	co	NormalNpc	spr\npcres\boss\boss145	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss145\boss145_at02.spr	57FA5ECA	JX1:updatejx14.pak		
boss146	2252	co	NormalNpc	spr\npcres\boss\boss146	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss146\boss146_st01.spr	952FEC5B	JX1:updatejx14.pak		
boss146	2252	co	NormalNpc	spr\npcres\boss\boss146	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss146\boss146_st02.spr	91CE4A16	JX1:updatejx14.pak		
boss146	2252	co	NormalNpc	spr\npcres\boss\boss146	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss146\boss146_wlk.spr	2B69D355	JX1:updatejx14.pak		
boss146	2252	co	NormalNpc	spr\npcres\boss\boss146	co	co	JX1	Wound	\spr\npcres\boss\boss146\boss146_bat.spr	392A148A	JX1:updatejx14.pak		
boss146	2252	co	NormalNpc	spr\npcres\boss\boss146	co	co	JX1	Die	\spr\npcres\boss\boss146\boss146_die.spr	FEB5B35F	JX1:updatejx14.pak		
boss146	2252	co	NormalNpc	spr\npcres\boss\boss146	co	co	JX1	Attack1	\spr\npcres\boss\boss146\boss146_at01.spr	1B15F452	JX1:updatejx14.pak		
boss146	2252	co	NormalNpc	spr\npcres\boss\boss146	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss146\boss146_at02.spr	1434520D	JX1:updatejx14.pak		
boss152	2253	co	NormalNpc	spr\npcres\boss\boss152	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss152\boss152_st01.spr	599AFA16	JX1:updatejx14.pak		
boss152	2253	co	NormalNpc	spr\npcres\boss\boss152	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss152\boss152_st02.spr	5AB958C1	JX1:updatejx14.pak		
boss152	2253	co	NormalNpc	spr\npcres\boss\boss152	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss152\boss152_wlk.spr	63A54AE5	JX1:updatejx14.pak		
boss152	2253	co	NormalNpc	spr\npcres\boss\boss152	co	co	JX1	Wound	\spr\npcres\boss\boss152\boss152_bat.spr	71658C1A	JX1:updatejx14.pak		
boss152	2253	co	NormalNpc	spr\npcres\boss\boss152	co	co	JX1	Die	\spr\npcres\boss\boss152\boss152_die.spr	B6812B2A	JX1:updatejx14.pak		
boss152	2253	co	NormalNpc	spr\npcres\boss\boss152	co	co	JX1	Attack1	\spr\npcres\boss\boss152\boss152_at01.spr	DF80C20D	JX1:updatejx14.pak		
boss152	2253	co	NormalNpc	spr\npcres\boss\boss152	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss152\boss152_at02.spr	D8A6A0B8	JX1:updatejx14.pak		
boss153	2254,2311	co	NormalNpc	spr\npcres\boss\boss153	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss153\boss153_st01.spr	2AE93FB2	JX1:updatejx14.pak		
boss153	2254,2311	co	NormalNpc	spr\npcres\boss\boss153	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss153\boss153_st02.spr	278F9A6D	JX1:updatejx14.pak		
boss153	2254,2311	co	NormalNpc	spr\npcres\boss\boss153	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss153\boss153_wlk.spr	82FECF79	JX1:updatejx14.pak		
boss153	2254,2311	co	NormalNpc	spr\npcres\boss\boss153	co	co	JX1	Wound	\spr\npcres\boss\boss153\boss153_bat.spr	90BF00BE	JX1:updatejx14.pak		
boss153	2254,2311	co	NormalNpc	spr\npcres\boss\boss153	co	co	JX1	Die	\spr\npcres\boss\boss153\boss153_die.spr	51DAAE83	JX1:updatejx14.pak		
boss153	2254,2311	co	NormalNpc	spr\npcres\boss\boss153	co	co	JX1	Attack1	\spr\npcres\boss\boss153\boss153_at01.spr	A8D712D3	JX1:updatejx14.pak		
boss153	2254,2311	co	NormalNpc	spr\npcres\boss\boss153	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss153\boss153_at02.spr	A5F5F08E	JX1:updatejx14.pak		
boss154	2255	co	NormalNpc	spr\npcres\boss\boss154	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss154\boss154_st01.spr	BA7108B0	JX1:updatejx14.pak		
boss154	2255	co	NormalNpc	spr\npcres\boss\boss154	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss154\boss154_st02.spr	B717976B	JX1:updatejx14.pak		
boss154	2255	co	NormalNpc	spr\npcres\boss\boss154	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss154\boss154_wlk.spr	FE2A80E6	JX1:updatejx14.pak		
boss154	2255	co	NormalNpc	spr\npcres\boss\boss154	co	co	JX1	Wound	\spr\npcres\boss\boss154\boss154_bat.spr	4FEBC5D0	JX1:updatejx14.pak		
boss154	2255	co	NormalNpc	spr\npcres\boss\boss154	co	co	JX1	Die	\spr\npcres\boss\boss154\boss154_die.spr	8D7760E0	JX1:updatejx14.pak		
boss154	2255	co	NormalNpc	spr\npcres\boss\boss154	co	co	JX1	Attack1	\spr\npcres\boss\boss154\boss154_at01.spr	387F7B81	JX1:updatejx14.pak		
boss154	2255	co	NormalNpc	spr\npcres\boss\boss154	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss154\boss154_at02.spr	351DC63C	JX1:updatejx14.pak		
boss155	2256	co	NormalNpc	spr\npcres\boss\boss155	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss155\boss155_st01.spr	7D1AC17E	JX1:updatejx14.pak		
boss155	2256	co	NormalNpc	spr\npcres\boss\boss155	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss155\boss155_st02.spr	7E38AF29	JX1:updatejx14.pak		
boss155	2256	co	NormalNpc	spr\npcres\boss\boss155	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss155\boss155_wlk.spr	B98295FD	JX1:updatejx14.pak		
boss155	2256	co	NormalNpc	spr\npcres\boss\boss155	co	co	JX1	Wound	\spr\npcres\boss\boss155\boss155_bat.spr	8F43D732	JX1:updatejx14.pak		
boss155	2256	co	NormalNpc	spr\npcres\boss\boss155	co	co	JX1	Die	\spr\npcres\boss\boss155\boss155_die.spr	CCEF7242	JX1:updatejx14.pak		
boss155	2256	co	NormalNpc	spr\npcres\boss\boss155	co	co	JX1	Attack1	\spr\npcres\boss\boss155\boss155_at01.spr	E300304F	JX1:updatejx14.pak		
boss155	2256	co	NormalNpc	spr\npcres\boss\boss155	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss155\boss155_at02.spr	FC269EFA	JX1:updatejx14.pak		
boss156	2257	co	NormalNpc	spr\npcres\boss\boss156	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss156\boss156_st01.spr	1028B33A	JX1:updatejx14.pak		
boss156	2257	co	NormalNpc	spr\npcres\boss\boss156	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss156\boss156_st02.spr	ECCF11F5	JX1:updatejx14.pak		
boss156	2257	co	NormalNpc	spr\npcres\boss\boss156	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss156\boss156_wlk.spr	45F28B71	JX1:updatejx14.pak		
boss156	2257	co	NormalNpc	spr\npcres\boss\boss156	co	co	JX1	Wound	\spr\npcres\boss\boss156\boss156_bat.spr	5BB3CCB6	JX1:updatejx14.pak		
boss156	2257	co	NormalNpc	spr\npcres\boss\boss156	co	co	JX1	Die	\spr\npcres\boss\boss156\boss156_die.spr	18DF6B7B	JX1:updatejx14.pak		
boss156	2257	co	NormalNpc	spr\npcres\boss\boss156	co	co	JX1	Attack1	\spr\npcres\boss\boss156\boss156_at01.spr	96169B31	JX1:updatejx14.pak		
boss156	2257	co	NormalNpc	spr\npcres\boss\boss156	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss156\boss156_at02.spr	933579EC	JX1:updatejx14.pak		
boss158	2258	co	NormalNpc	spr\npcres\boss\boss158	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss158\boss158_st01.spr	87432E45	JX1:updatejx14.pak		
boss158	2258	co	NormalNpc	spr\npcres\boss\boss158	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss158\boss158_st02.spr	80618CF0	JX1:updatejx14.pak		
boss158	2258	co	NormalNpc	spr\npcres\boss\boss158	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss158\boss158_wlk.spr	08537901	JX1:updatejx14.pak		
boss158	2258	co	NormalNpc	spr\npcres\boss\boss158	co	co	JX1	Wound	\spr\npcres\boss\boss158\boss158_bat.spr	9E13BAFB	JX1:updatejx14.pak		
boss158	2258	co	NormalNpc	spr\npcres\boss\boss158	co	co	JX1	Die	\spr\npcres\boss\boss158\boss158_die.spr	DFBFD90B	JX1:updatejx14.pak		
boss158	2258	co	NormalNpc	spr\npcres\boss\boss158	co	co	JX1	Attack1	\spr\npcres\boss\boss158\boss158_at01.spr	05491116	JX1:updatejx14.pak		
boss158	2258	co	NormalNpc	spr\npcres\boss\boss158	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss158\boss158_at02.spr	066FFFC1	JX1:updatejx14.pak		
boss147	2259,2307	co	NormalNpc	spr\npcres\boss\boss147	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss147\boss147_st01.spr	F9A3BE93	JX1:updatejx14.pak		
boss147	2259,2307	co	NormalNpc	spr\npcres\boss\boss147	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss147\boss147_st02.spr	FA421D4E	JX1:updatejx14.pak		
boss147	2259,2307	co	NormalNpc	spr\npcres\boss\boss147	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss147\boss147_wlk.spr	CB2DAC9D	JX1:updatejx14.pak		
